date,country,cases,deaths,icu_patients,hosp_patients,tests,positive_rate,vac,fully_vac,population,month,year
2020-07-03,United Kingdom,502,49,231,2942,3059879,0.008,NA,NA,68207114,7,2020
2020-07-04,United Kingdom,625,32,221,2802,3101307,0.008,NA,NA,68207114,7,2020
2020-07-05,United Kingdom,519,19,217,2741,3140333,0.009,NA,NA,68207114,7,2020
2020-07-06,United Kingdom,359,11,209,2699,3182324,0.008,NA,NA,68207114,7,2020
2020-07-07,United Kingdom,584,54,197,2598,3234249,0.008,NA,NA,68207114,7,2020
2020-07-08,United Kingdom,637,57,185,2454,3292078,0.01,NA,NA,68207114,7,2020
2020-07-09,United Kingdom,643,31,188,2345,3353484,0.011,NA,NA,68207114,7,2020
2020-07-10,United Kingdom,524,34,191,2244,3406275,0.011,NA,NA,68207114,7,2020
2020-07-11,United Kingdom,826,17,168,2119,3460590,0.011,NA,NA,68207114,7,2020
2020-07-12,United Kingdom,650,9,159,2101,3497914,0.012,NA,NA,68207114,7,2020
2020-07-13,United Kingdom,537,10,162,2113,3570462,0.011,NA,NA,68207114,7,2020
2020-07-14,United Kingdom,1240,44,145,1993,3683423,0.011,NA,NA,68207114,7,2020
2020-07-15,United Kingdom,538,26,153,1974,3816524,0.009,NA,NA,68207114,7,2020
2020-07-16,United Kingdom,647,24,142,1829,3966036,0.008,NA,NA,68207114,7,2020
2020-07-17,United Kingdom,687,26,143,1804,4123732,0.007,NA,NA,68207114,7,2020
2020-07-18,United Kingdom,829,9,137,1776,4246095,0.007,NA,NA,68207114,7,2020
2020-07-19,United Kingdom,726,11,131,1742,4346635,0.006,NA,NA,68207114,7,2020
2020-07-20,United Kingdom,586,10,129,1734,4431706,0.006,NA,NA,68207114,7,2020
2020-07-21,United Kingdom,445,25,137,1634,4553399,0.005,NA,NA,68207114,7,2020
2020-07-22,United Kingdom,563,17,110,1747,4684861,0.005,NA,NA,68207114,7,2020
2020-07-23,United Kingdom,779,9,111,1538,4819143,0.005,NA,NA,68207114,7,2020
2020-07-24,United Kingdom,769,32,104,1453,4960457,0.006,NA,NA,68207114,7,2020
2020-07-25,United Kingdom,770,15,93,1401,5094500,0.005,NA,NA,68207114,7,2020
2020-07-26,United Kingdom,750,8,92,1383,5199384,0.005,NA,NA,68207114,7,2020
2020-07-27,United Kingdom,688,3,97,1370,5281649,0.006,NA,NA,68207114,7,2020
2020-07-28,United Kingdom,553,21,93,1369,5412259,0.006,NA,NA,68207114,7,2020
2020-07-29,United Kingdom,802,34,87,1350,5555765,0.006,NA,NA,68207114,7,2020
2020-07-30,United Kingdom,847,0,84,1314,5710160,0.006,NA,NA,68207114,7,2020
2020-07-31,United Kingdom,883,20,86,1266,5857159,0.006,NA,NA,68207114,7,2020
2020-08-01,United Kingdom,769,13,92,1290,5988158,0.006,NA,NA,68207114,8,2020
2020-08-02,United Kingdom,747,5,85,1254,6111685,0.006,NA,NA,68207114,8,2020
2020-08-03,United Kingdom,942,1,77,1251,6234976,0.006,NA,NA,68207114,8,2020
2020-08-04,United Kingdom,675,18,76,1216,6376416,0.006,NA,NA,68207114,8,2020
2020-08-05,United Kingdom,906,14,73,1200,6529959,0.006,NA,NA,68207114,8,2020
2020-08-06,United Kingdom,964,18,69,1155,6693397,0.006,NA,NA,68207114,8,2020
2020-08-07,United Kingdom,900,12,67,1094,6849537,0.006,NA,NA,68207114,8,2020
2020-08-08,United Kingdom,765,3,62,1027,6996363,0.006,NA,NA,68207114,8,2020
2020-08-09,United Kingdom,1113,5,65,983,7145324,0.006,NA,NA,68207114,8,2020
2020-08-10,United Kingdom,818,18,70,1087,7281415,0.006,NA,NA,68207114,8,2020
2020-08-11,United Kingdom,1150,13,73,1039,7429078,0.006,NA,NA,68207114,8,2020
2020-08-12,United Kingdom,1039,20,80,1004,7598669,0.006,NA,NA,68207114,8,2020
2020-08-13,United Kingdom,1148,18,75,1008,7759289,0.007,NA,NA,68207114,8,2020
2020-08-14,United Kingdom,1461,11,73,995,7927048,0.007,NA,NA,68207114,8,2020
2020-08-15,United Kingdom,1042,3,76,974,8101962,0.007,NA,NA,68207114,8,2020
2020-08-16,United Kingdom,1111,5,78,979,8266162,0.007,NA,NA,68207114,8,2020
2020-08-17,United Kingdom,721,3,73,982,8406788,0.007,NA,NA,68207114,8,2020
2020-08-18,United Kingdom,1113,12,73,953,8560021,0.007,NA,NA,68207114,8,2020
2020-08-19,United Kingdom,831,17,70,924,8735907,0.007,NA,NA,68207114,8,2020
2020-08-20,United Kingdom,1195,6,76,909,8907345,0.007,NA,NA,68207114,8,2020
2020-08-21,United Kingdom,1060,2,72,888,9087680,0.006,NA,NA,68207114,8,2020
2020-08-22,United Kingdom,1332,18,71,943,9259065,0.006,NA,NA,68207114,8,2020
2020-08-23,United Kingdom,1048,6,72,870,9415548,0.006,NA,NA,68207114,8,2020
2020-08-24,United Kingdom,977,4,68,876,9552574,0.007,NA,NA,68207114,8,2020
2020-08-25,United Kingdom,1201,16,68,844,9715901,0.007,NA,NA,68207114,8,2020
2020-08-26,United Kingdom,1146,17,64,829,9906294,0.007,NA,NA,68207114,8,2020
2020-08-27,United Kingdom,1542,12,71,840,10080339,0.007,NA,NA,68207114,8,2020
2020-08-28,United Kingdom,1297,9,60,818,10249023,0.007,NA,NA,68207114,8,2020
2020-08-29,United Kingdom,1110,12,66,833,10419597,0.007,NA,NA,68207114,8,2020
2020-08-30,United Kingdom,1752,1,68,831,10586468,0.008,NA,NA,68207114,8,2020
2020-08-31,United Kingdom,1415,3,71,854,10745022,0.008,NA,NA,68207114,8,2020
2020-09-01,United Kingdom,1332,3,82,861,10909247,0.008,NA,NA,68207114,9,2020
2020-09-02,United Kingdom,1514,10,81,803,11091250,0.008,NA,NA,68207114,9,2020
2020-09-03,United Kingdom,1779,14,76,817,11273604,0.009,NA,NA,68207114,9,2020
2020-09-04,United Kingdom,1978,10,69,818,11462387,0.009,NA,NA,68207114,9,2020
2020-09-05,United Kingdom,1827,12,67,812,11628506,0.01,NA,NA,68207114,9,2020
2020-09-06,United Kingdom,2987,2,69,817,11798396,0.011,NA,NA,68207114,9,2020
2020-09-07,United Kingdom,2953,3,77,902,11977663,0.012,NA,NA,68207114,9,2020
2020-09-08,United Kingdom,2481,32,80,894,12165566,0.012,NA,NA,68207114,9,2020
2020-09-09,United Kingdom,2681,8,80,924,12372261,0.013,NA,NA,68207114,9,2020
2020-09-10,United Kingdom,2931,14,78,944,12594709,0.014,NA,NA,68207114,9,2020
2020-09-11,United Kingdom,3544,6,143,770,12834449,0.014,NA,NA,68207114,9,2020
2020-09-12,United Kingdom,3504,9,86,812,13055615,0.015,NA,NA,68207114,9,2020
2020-09-13,United Kingdom,3338,5,92,843,13268788,0.015,NA,NA,68207114,9,2020
2020-09-14,United Kingdom,2625,9,105,982,13476506,0.014,NA,NA,68207114,9,2020
2020-09-15,United Kingdom,3115,27,115,1066,13700783,0.014,NA,NA,68207114,9,2020
2020-09-16,United Kingdom,4007,20,124,1106,13940120,0.015,NA,NA,68207114,9,2020
2020-09-17,United Kingdom,3410,21,127,1162,14174573,0.015,NA,NA,68207114,9,2020
2020-09-18,United Kingdom,4329,27,138,1221,14427980,0.015,NA,NA,68207114,9,2020
2020-09-19,United Kingdom,4429,27,144,1300,14667865,0.016,NA,NA,68207114,9,2020
2020-09-20,United Kingdom,3899,18,165,1398,14887587,0.016,NA,NA,68207114,9,2020
2020-09-21,United Kingdom,4378,11,181,1558,15076452,0.017,NA,NA,68207114,9,2020
2020-09-22,United Kingdom,4936,37,211,1636,15295466,0.018,NA,NA,68207114,9,2020
2020-09-23,United Kingdom,6187,37,228,1730,15528714,0.02,NA,NA,68207114,9,2020
2020-09-24,United Kingdom,6644,40,243,1846,15776715,0.022,NA,NA,68207114,9,2020
2020-09-25,United Kingdom,6878,34,262,2020,16036274,0.023,NA,NA,68207114,9,2020
2020-09-26,United Kingdom,6050,35,261,2033,16270763,0.024,NA,NA,68207114,9,2020
2020-09-27,United Kingdom,5700,17,276,2188,16497663,0.025,NA,NA,68207114,9,2020
2020-09-28,United Kingdom,4056,13,297,2399,16696543,0.025,NA,NA,68207114,9,2020
2020-09-29,United Kingdom,7156,72,314,2420,16908964,0.026,NA,NA,68207114,9,2020
2020-09-30,United Kingdom,7117,71,333,2530,17145556,0.027,NA,NA,68207114,9,2020
2020-10-01,United Kingdom,6929,59,341,2592,17379142,0.027,NA,NA,68207114,10,2020
2020-10-02,United Kingdom,6994,66,369,2723,17628916,0.028,NA,NA,68207114,10,2020
2020-10-03,United Kingdom,12885,49,369,2867,17881899,0.032,NA,NA,68207114,10,2020
2020-10-04,United Kingdom,22965,33,369,3056,18105369,0.042,NA,NA,68207114,10,2020
2020-10-05,United Kingdom,12603,19,393,3370,18338270,0.047,NA,NA,68207114,10,2020
2020-10-06,United Kingdom,14557,76,410,3642,18579201,0.05,NA,NA,68207114,10,2020
2020-10-07,United Kingdom,14173,70,442,3893,18819151,0.054,NA,NA,68207114,10,2020
2020-10-08,United Kingdom,17550,77,436,4085,19090052,0.059,NA,NA,68207114,10,2020
2020-10-09,United Kingdom,13888,87,440,4170,19367313,0.062,NA,NA,68207114,10,2020
2020-10-10,United Kingdom,15175,81,469,4358,19623502,0.064,NA,NA,68207114,10,2020
2020-10-11,United Kingdom,12882,65,477,4670,19861140,0.057,NA,NA,68207114,10,2020
2020-10-12,United Kingdom,14011,50,507,4959,20062407,0.059,NA,NA,68207114,10,2020
2020-10-13,United Kingdom,17250,143,516,5293,20314642,0.06,NA,NA,68207114,10,2020
2020-10-14,United Kingdom,19751,137,563,5598,20594251,0.062,NA,NA,68207114,10,2020
2020-10-15,United Kingdom,18996,138,581,5933,20873340,0.063,NA,NA,68207114,10,2020
2020-10-16,United Kingdom,15657,136,592,6296,21162743,0.063,NA,NA,68207114,10,2020
2020-10-17,United Kingdom,16186,150,614,6545,21440320,0.063,NA,NA,68207114,10,2020
2020-10-18,United Kingdom,16994,67,630,6829,21721204,0.064,NA,NA,68207114,10,2020
2020-10-19,United Kingdom,18830,80,658,7334,21957140,0.065,NA,NA,68207114,10,2020
2020-10-20,United Kingdom,21365,241,698,7852,22218073,0.067,NA,NA,68207114,10,2020
2020-10-21,United Kingdom,26707,191,712,8132,22505850,0.07,NA,NA,68207114,10,2020
2020-10-22,United Kingdom,21257,189,708,8311,22822584,0.07,NA,NA,68207114,10,2020
2020-10-23,United Kingdom,20559,224,744,8886,23135154,0.072,NA,NA,68207114,10,2020
2020-10-24,United Kingdom,23033,174,788,9262,23417265,0.075,NA,NA,68207114,10,2020
2020-10-25,United Kingdom,19797,151,828,9786,23708491,0.076,NA,NA,68207114,10,2020
2020-10-26,United Kingdom,20900,102,853,10108,23932593,0.078,NA,NA,68207114,10,2020
2020-10-27,United Kingdom,22924,367,903,10938,24192360,0.079,NA,NA,68207114,10,2020
2020-10-28,United Kingdom,24714,310,957,11434,24478144,0.078,NA,NA,68207114,10,2020
2020-10-29,United Kingdom,23078,280,974,11583,24797693,0.078,NA,NA,68207114,10,2020
2020-10-30,United Kingdom,24418,274,979,11788,25075359,0.082,NA,NA,68207114,10,2020
2020-10-31,United Kingdom,21919,326,1003,12310,25353954,0.081,NA,NA,68207114,10,2020
2020-11-01,United Kingdom,23261,162,979,12230,25598889,0.085,NA,NA,68207114,11,2020
2020-11-02,United Kingdom,18967,136,1075,13105,25787879,0.086,NA,NA,68207114,11,2020
2020-11-03,United Kingdom,20078,397,1144,13749,26042593,0.085,NA,NA,68207114,11,2020
2020-11-04,United Kingdom,25206,492,1193,13817,26335735,0.084,NA,NA,68207114,11,2020
2020-11-05,United Kingdom,24164,378,1183,13796,26660771,0.085,NA,NA,68207114,11,2020
2020-11-06,United Kingdom,23322,355,1187,13958,27002163,0.081,NA,NA,68207114,11,2020
2020-11-07,United Kingdom,24979,413,1207,14314,27311455,0.082,NA,NA,68207114,11,2020
2020-11-08,United Kingdom,20580,156,1232,14546,27577647,0.079,NA,NA,68207114,11,2020
2020-11-09,United Kingdom,21397,195,1271,15141,27806817,0.079,NA,NA,68207114,11,2020
2020-11-10,United Kingdom,20451,532,1219,14964,28091916,0.078,NA,NA,68207114,11,2020
2020-11-11,United Kingdom,23000,596,1268,15666,28446744,0.075,NA,NA,68207114,11,2020
2020-11-12,United Kingdom,33517,563,1275,15879,28809704,0.078,NA,NA,68207114,11,2020
2020-11-13,United Kingdom,27316,376,1355,16236,29173914,0.079,NA,NA,68207114,11,2020
2020-11-14,United Kingdom,26876,462,1365,16299,29504587,0.079,NA,NA,68207114,11,2020
2020-11-15,United Kingdom,24977,168,1397,16864,29767137,0.081,NA,NA,68207114,11,2020
2020-11-16,United Kingdom,21416,214,1391,17313,29984899,0.082,NA,NA,68207114,11,2020
2020-11-17,United Kingdom,20060,599,1420,17439,30257227,0.082,NA,NA,68207114,11,2020
2020-11-18,United Kingdom,19645,529,1430,17486,30596028,0.081,NA,NA,68207114,11,2020
2020-11-19,United Kingdom,22936,502,1426,17459,30955500,0.076,NA,NA,68207114,11,2020
2020-11-20,United Kingdom,20274,511,1422,17184,31309991,0.073,NA,NA,68207114,11,2020
2020-11-21,United Kingdom,19921,340,1447,17063,31640171,0.07,NA,NA,68207114,11,2020
2020-11-22,United Kingdom,18667,399,1454,17264,31876820,0.068,NA,NA,68207114,11,2020
2020-11-23,United Kingdom,15465,207,1487,17680,32063548,0.066,NA,NA,68207114,11,2020
2020-11-24,United Kingdom,11344,608,1489,17424,32354380,0.061,NA,NA,68207114,11,2020
2020-11-25,United Kingdom,18261,695,1480,17132,32678590,0.061,NA,NA,68207114,11,2020
2020-11-26,United Kingdom,17557,498,1456,16762,33032017,0.059,NA,NA,68207114,11,2020
2020-11-27,United Kingdom,14821,520,1417,16571,33337355,0.057,NA,NA,68207114,11,2020
2020-11-28,United Kingdom,15891,479,1378,15985,33621304,0.057,NA,NA,68207114,11,2020
2020-11-29,United Kingdom,12164,215,1387,16313,33817259,0.054,NA,NA,68207114,11,2020
2020-11-30,United Kingdom,12428,203,1357,16565,34014197,0.053,NA,NA,68207114,11,2020
2020-12-01,United Kingdom,13497,603,1351,16312,34309470,0.054,NA,NA,68207114,12,2020
2020-12-02,United Kingdom,16237,648,1315,15977,34638937,0.052,NA,NA,68207114,12,2020
2020-12-03,United Kingdom,14951,414,1261,15658,35005888,0.051,NA,NA,68207114,12,2020
2020-12-04,United Kingdom,16382,504,1274,15727,35365195,0.05,NA,NA,68207114,12,2020
2020-12-05,United Kingdom,15579,397,1247,15688,35700446,0.049,NA,NA,68207114,12,2020
2020-12-06,United Kingdom,17372,231,1249,15960,35957358,0.05,NA,NA,68207114,12,2020
2020-12-07,United Kingdom,14774,189,1271,16415,36165037,0.051,NA,NA,68207114,12,2020
2020-12-08,United Kingdom,12386,599,1272,16477,36447167,0.05,NA,NA,68207114,12,2020
2020-12-09,United Kingdom,16634,533,1243,16331,36813604,0.05,NA,NA,68207114,12,2020
2020-12-10,United Kingdom,21066,516,1267,16723,37192328,0.052,NA,NA,68207114,12,2020
2020-12-11,United Kingdom,21784,424,1275,16885,37564131,0.054,NA,NA,68207114,12,2020
2020-12-12,United Kingdom,21554,520,1243,16909,37903493,0.057,NA,NA,68207114,12,2020
2020-12-13,United Kingdom,18541,144,1281,17538,38201287,0.056,NA,NA,68207114,12,2020
2020-12-14,United Kingdom,20377,233,1288,18246,38466825,0.057,NA,NA,68207114,12,2020
2020-12-15,United Kingdom,18569,506,1326,18216,38766357,0.06,NA,NA,68207114,12,2020
2020-12-16,United Kingdom,25300,612,1340,18671,39115282,0.064,NA,NA,68207114,12,2020
2020-12-17,United Kingdom,35532,532,1366,18970,39479584,0.071,NA,NA,68207114,12,2020
2020-12-18,United Kingdom,28560,490,1364,19117,39852212,0.074,NA,NA,68207114,12,2020
2020-12-19,United Kingdom,27249,537,1412,19463,40281805,0.073,NA,NA,68207114,12,2020
2020-12-20,United Kingdom,36084,326,1442,20004,40687813,0.077,NA,NA,68207114,12,2020
2020-12-21,United Kingdom,33517,215,1512,21133,41100245,0.078,NA,NA,68207114,12,2020
2020-12-22,United Kingdom,36931,691,1529,21488,41541611,0.08,NA,NA,68207114,12,2020
2020-12-23,United Kingdom,39387,748,1554,21222,42033339,0.081,NA,NA,68207114,12,2020
2020-12-24,United Kingdom,39149,575,1607,21577,42496462,0.08,NA,NA,68207114,12,2020
2020-12-25,United Kingdom,32803,570,1616,20918,42835486,0.082,NA,NA,68207114,12,2020
2020-12-26,United Kingdom,34788,211,1682,21730,43105362,0.089,NA,NA,68207114,12,2020
2020-12-27,United Kingdom,32493,347,1751,22764,43458064,0.09,NA,NA,68207114,12,2020
2020-12-28,United Kingdom,41460,357,1847,24049,43809204,0.095,NA,NA,68207114,12,2020
2020-12-29,United Kingdom,53275,458,1939,25549,44132636,0.106,NA,NA,68207114,12,2020
2020-12-30,United Kingdom,50239,982,2066,26551,44534064,0.114,NA,NA,68207114,12,2020
2020-12-31,United Kingdom,56029,965,2122,26578,45016625,0.119,NA,NA,68207114,12,2020
2021-01-01,United Kingdom,53458,615,2162,26389,45420590,0.124,NA,NA,68207114,1,2021
2021-01-02,United Kingdom,57853,445,2256,27561,45830851,0.127,NA,NA,68207114,1,2021
2021-01-03,United Kingdom,55157,455,2420,29033,46247813,0.132,NA,NA,68207114,1,2021
2021-01-04,United Kingdom,58923,410,2560,30775,46709713,0.133,NA,NA,68207114,1,2021
2021-01-05,United Kingdom,61087,881,2645,30686,47196154,0.128,NA,NA,68207114,1,2021
2021-01-06,United Kingdom,62556,1042,2821,31946,47736228,0.126,NA,NA,68207114,1,2021
2021-01-07,United Kingdom,52787,1162,2929,32583,48335499,0.121,NA,NA,68207114,1,2021
2021-01-08,United Kingdom,68192,1333,3098,33778,48982724,0.117,NA,NA,68207114,1,2021
2021-01-09,United Kingdom,60098,1035,3145,34032,49510731,0.114,NA,NA,68207114,1,2021
2021-01-10,United Kingdom,55026,567,3264,35391,49952913,0.113,2286572,391399,68207114,1,2021
2021-01-11,United Kingdom,46275,529,3363,36751,50470462,0.108,2431648,412167,68207114,1,2021
2021-01-12,United Kingdom,45648,1246,3496,36981,51017354,0.102,2639309,428232,68207114,1,2021
2021-01-13,United Kingdom,47662,1568,3626,37487,51619672,0.097,2918252,437977,68207114,1,2021
2021-01-14,United Kingdom,48804,1253,3672,37691,52281501,0.094,3234946,443234,68207114,1,2021
2021-01-15,United Kingdom,55885,1285,3789,38132,52856837,0.093,3576263,447442,68207114,1,2021
2021-01-16,United Kingdom,41428,1299,3854,37715,53326241,0.089,3872394,450062,68207114,1,2021
2021-01-17,United Kingdom,38670,682,3871,38169,53721975,0.086,4062501,452301,68207114,1,2021
2021-01-18,United Kingdom,37610,602,3916,39254,54259003,0.083,4266577,456866,68207114,1,2021
2021-01-19,United Kingdom,33454,1612,3947,38846,54818064,0.08,4609740,460625,68207114,1,2021
2021-01-20,United Kingdom,38992,1826,3953,38739,55445688,0.077,4973248,464036,68207114,1,2021
2021-01-21,United Kingdom,37977,1296,3960,38059,56090224,0.075,5383103,466796,68207114,1,2021
2021-01-22,United Kingdom,40321,1401,4076,38257,56699053,0.07,5861351,468617,68207114,1,2021
2021-01-23,United Kingdom,33652,1352,4066,37398,57164283,0.068,6353321,469660,68207114,1,2021
2021-01-24,United Kingdom,30111,611,4077,37730,57558762,0.066,6573570,470478,68207114,1,2021
2021-01-25,United Kingdom,22244,594,4032,37756,58089866,0.062,6853327,472446,68207114,1,2021
2021-01-26,United Kingdom,20167,1636,3961,37101,58673990,0.058,7164387,474156,68207114,1,2021
2021-01-27,United Kingdom,25369,1726,3937,35513,59424037,0.053,7476765,476485,68207114,1,2021
2021-01-28,United Kingdom,28811,1239,3918,34909,60159135,0.049,7891184,478254,68207114,1,2021
2021-01-29,United Kingdom,29145,1248,3832,33847,60804202,0.046,8378940,480432,68207114,1,2021
2021-01-30,United Kingdom,23400,1205,3806,33015,61224405,0.044,8977329,491053,68207114,1,2021
2021-01-31,United Kingdom,21190,590,3687,32586,61802760,0.04,9296367,494209,68207114,1,2021
2021-02-01,United Kingdom,18668,407,3726,32960,62433204,0.038,9646715,496796,68207114,2,2021
2021-02-02,United Kingdom,16906,1451,3635,31766,63025526,0.038,10021471,498962,68207114,2,2021
2021-02-03,United Kingdom,19215,1322,3628,30604,63804423,0.036,10490487,501957,68207114,2,2021
2021-02-04,United Kingdom,20734,915,3572,29413,64570145,0.034,10971047,505993,68207114,2,2021
2021-02-05,United Kingdom,19204,1015,3505,28383,65223608,0.032,11465210,510057,68207114,2,2021
2021-02-06,United Kingdom,18363,828,3373,26914,65660311,0.03,12015018,511719,68207114,2,2021
2021-02-07,United Kingdom,15904,376,3302,26800,66242002,0.029,12294006,512581,68207114,2,2021
2021-02-08,United Kingdom,14138,333,3230,26744,66847068,0.028,12646486,516392,68207114,2,2021
2021-02-09,United Kingdom,12441,1052,3164,25689,67395005,0.027,13058298,519553,68207114,2,2021
2021-02-10,United Kingdom,13077,1002,3132,24417,68129477,0.026,13509108,524447,68207114,2,2021
2021-02-11,United Kingdom,13543,680,3036,23411,68828909,0.025,14012224,530094,68207114,2,2021
2021-02-12,United Kingdom,15198,759,2943,22324,69422244,0.024,14556827,534869,68207114,2,2021
2021-02-13,United Kingdom,13355,621,2842,20970,69790491,0.024,15062189,537715,68207114,2,2021
2021-02-14,United Kingdom,10991,259,2851,21054,70163975,0.024,15300151,539630,68207114,2,2021
2021-02-15,United Kingdom,9776,235,2805,20994,70592664,0.024,15576107,546165,68207114,2,2021
2021-02-16,United Kingdom,10636,799,2708,20215,71064044,0.024,15940972,558577,68207114,2,2021
2021-02-17,United Kingdom,12760,738,2614,19449,71610395,0.025,16423082,573724,68207114,2,2021
2021-02-18,United Kingdom,12095,455,2535,18522,72141195,0.026,16875536,589591,68207114,2,2021
2021-02-19,United Kingdom,12099,533,2469,17860,72637489,0.025,17247442,604885,68207114,2,2021
2021-02-20,United Kingdom,10453,446,2358,17042,73021763,0.024,17582121,615148,68207114,2,2021
2021-02-21,United Kingdom,9835,217,2329,16857,73589304,0.023,17723840,624325,68207114,2,2021
2021-02-22,United Kingdom,10659,178,2273,16855,74242740,0.022,17916181,642788,68207114,2,2021
2021-02-23,United Kingdom,8523,548,2149,16115,74822185,0.02,18242873,669105,68207114,2,2021
2021-02-24,United Kingdom,9947,443,2118,15534,75540248,0.019,18691835,700718,68207114,2,2021
2021-02-25,United Kingdom,10020,324,2047,14849,76260732,0.017,19177555,736037,68207114,2,2021
2021-02-26,United Kingdom,8588,345,1971,14077,76849923,0.016,19682048,768810,68207114,2,2021
2021-02-27,United Kingdom,7457,291,1903,13269,77217639,0.015,20089551,796132,68207114,2,2021
2021-02-28,United Kingdom,6055,144,1783,12788,77738395,0.015,20275451,815816,68207114,2,2021
2021-03-01,United Kingdom,5462,104,1806,12894,78454172,0.013,20478619,844098,68207114,3,2021
2021-03-02,United Kingdom,6411,343,1709,12139,79133654,0.013,20703615,895412,68207114,3,2021
2021-03-03,United Kingdom,6420,487,1647,11523,79977811,0.011,20982571,963862,68207114,3,2021
2021-03-04,United Kingdom,6644,242,1589,10933,80952324,0.01,21358815,1034068,68207114,3,2021
2021-03-05,United Kingdom,6024,236,1542,10312,81890642,0.009,21796278,1090840,68207114,3,2021
2021-03-06,United Kingdom,6118,159,1449,9711,82329799,0.008,22213112,1122402,68207114,3,2021
2021-03-07,United Kingdom,5260,82,1394,9459,83122850,0.008,22377255,1142643,68207114,3,2021
2021-03-08,United Kingdom,4823,65,1356,9474,84640874,0.007,22592528,1181431,68207114,3,2021
2021-03-09,United Kingdom,5869,231,1292,9009,86002734,0.006,22809829,1254353,68207114,3,2021
2021-03-10,United Kingdom,6021,190,1236,8436,87548807,0.005,23053716,1351515,68207114,3,2021
2021-03-11,United Kingdom,6835,181,1192,8066,89146329,0.005,23314525,1445078,68207114,3,2021
2021-03-12,United Kingdom,6684,176,1110,7728,90534527,0.005,23684103,1532754,68207114,3,2021
2021-03-13,United Kingdom,5617,122,1087,7384,90958034,0.005,24196211,1584909,68207114,3,2021
2021-03-14,United Kingdom,4695,52,1049,7315,91908787,0.005,24453221,1610280,68207114,3,2021
2021-03-15,United Kingdom,5130,64,1016,7207,93465073,0.005,24839906,1663646,68207114,3,2021
2021-03-16,United Kingdom,5363,110,968,6847,94766618,0.005,25273226,1759445,68207114,3,2021
2021-03-17,United Kingdom,5793,141,925,6585,96382613,0.005,25735472,1879054,68207114,3,2021
2021-03-18,United Kingdom,6332,95,879,6150,97807624,0.005,26263732,2011070,68207114,3,2021
2021-03-19,United Kingdom,4872,100,830,5880,98715152,0.005,26878662,2136795,68207114,3,2021
2021-03-20,United Kingdom,5639,96,787,5567,99161831,0.005,27630970,2228772,68207114,3,2021
2021-03-21,United Kingdom,5356,34,768,5448,101030666,0.004,27997976,2281384,68207114,3,2021
2021-03-22,United Kingdom,5407,18,748,5431,102199706,0.004,28327873,2363684,68207114,3,2021
2021-03-23,United Kingdom,5417,112,711,5150,103019628,0.005,28653523,2532839,68207114,3,2021
2021-03-24,United Kingdom,5626,98,682,4880,104805182,0.005,28991188,2775481,68207114,3,2021
2021-03-25,United Kingdom,6277,63,630,4583,106071398,0.005,29316130,3009863,68207114,3,2021
2021-03-26,United Kingdom,6235,71,615,4485,106769483,0.005,29727435,3293517,68207114,3,2021
2021-03-27,United Kingdom,3909,58,594,4436,107220601,0.005,30151736,3532378,68207114,3,2021
2021-03-28,United Kingdom,3947,21,582,4185,108843372,0.005,30445284,3679972,68207114,3,2021
2021-03-29,United Kingdom,4783,23,583,4197,109800758,0.005,30682093,3848202,68207114,3,2021
2021-03-30,United Kingdom,4071,55,568,3976,110480761,0.005,30908010,4125884,68207114,3,2021
2021-03-31,United Kingdom,4115,43,547,3742,111733866,0.005,31147444,4513458,68207114,3,2021
2021-04-01,United Kingdom,4565,51,517,3557,112673256,0.005,31318262,4958874,68207114,4,2021
2021-04-02,United Kingdom,3422,52,485,3376,113216151,0.004,31425682,5205505,68207114,4,2021
2021-04-03,United Kingdom,3424,10,478,3244,113608881,0.004,31533568,5384418,68207114,4,2021
2021-04-04,United Kingdom,2405,10,469,3229,114411805,0.005,31581623,5432126,68207114,4,2021
2021-04-05,United Kingdom,2831,28,461,3255,115152569,0.005,31622367,5496716,68207114,4,2021
2021-04-06,United Kingdom,2404,20,453,3143,115773345,0.004,31707594,5683509,68207114,4,2021
2021-04-07,United Kingdom,2797,45,440,3019,116789095,0.004,31807124,6091905,68207114,4,2021
2021-04-08,United Kingdom,3124,53,421,2872,117712072,0.004,31903366,6541174,68207114,4,2021
2021-04-10,United Kingdom,2713,40,385,2650,118843291,0.002,32121353,7466540,68207114,4,2021
2021-04-11,United Kingdom,1730,7,385,2549,120050708,0.002,32190576,7656205,68207114,4,2021
2021-04-12,United Kingdom,3686,15,377,2492,120923617,0.002,32250481,7857396,68207114,4,2021
2021-04-13,United Kingdom,2505,23,370,2408,121592189,0.002,32326604,8170081,68207114,4,2021
2021-04-14,United Kingdom,2529,38,351,2295,122737966,0.002,32444439,8513864,68207114,4,2021
2021-04-15,United Kingdom,2766,31,329,2195,123713871,0.002,32574221,8931547,68207114,4,2021
2021-04-16,United Kingdom,2807,34,332,2140,124383754,0.003,32709778,9431211,68207114,4,2021
2021-04-17,United Kingdom,2273,36,323,2035,124863398,0.003,32849223,9930846,68207114,4,2021
2021-04-18,United Kingdom,1884,10,311,1983,126534871,0.003,32932448,10152039,68207114,4,2021
2021-04-19,United Kingdom,3054,6,318,2007,127562465,0.003,33032120,10425790,68207114,4,2021
2021-04-20,United Kingdom,2530,33,300,1926,128291764,0.003,33139742,10775817,68207114,4,2021
