date,country,cases,deaths,icu_patients,hosp_patients,tests,positive_rate,vac,fully_vac,population,month,year
2020-02-02,Denmark,NA,NA,NA,NA,1,NA,NA,NA,5813302,2,2020
2020-02-03,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-04,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-05,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-06,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-07,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-08,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-09,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-10,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-11,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-12,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-13,Denmark,NA,NA,NA,NA,2,NA,NA,NA,5813302,2,2020
2020-02-14,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-15,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-16,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-17,Denmark,NA,NA,NA,NA,3,NA,NA,NA,5813302,2,2020
2020-02-18,Denmark,NA,NA,NA,NA,5,NA,NA,NA,5813302,2,2020
2020-02-19,Denmark,NA,NA,NA,NA,7,NA,NA,NA,5813302,2,2020
2020-02-20,Denmark,NA,NA,NA,NA,8,NA,NA,NA,5813302,2,2020
2020-02-21,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-22,Denmark,NA,NA,NA,NA,9,NA,NA,NA,5813302,2,2020
2020-02-23,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-24,Denmark,NA,NA,NA,NA,NA,NA,NA,NA,5813302,2,2020
2020-02-25,Denmark,NA,NA,NA,NA,19,NA,NA,NA,5813302,2,2020
2020-02-26,Denmark,NA,NA,NA,NA,49,NA,NA,NA,5813302,2,2020
2020-02-27,Denmark,1,NA,NA,NA,158,NA,NA,NA,5813302,2,2020
2020-02-28,Denmark,0,NA,NA,NA,220,NA,NA,NA,5813302,2,2020
2020-02-29,Denmark,2,NA,NA,NA,294,NA,NA,NA,5813302,2,2020
2020-03-01,Denmark,1,NA,NA,NA,343,NA,NA,NA,5813302,3,2020
2020-03-02,Denmark,0,NA,NA,NA,423,NA,NA,NA,5813302,3,2020
2020-03-03,Denmark,2,NA,NA,NA,486,0.013,NA,NA,5813302,3,2020
2020-03-04,Denmark,5,NA,NA,NA,574,0.021,NA,NA,5813302,3,2020
2020-03-05,Denmark,0,NA,NA,NA,683,0.019,NA,NA,5813302,3,2020
2020-03-06,Denmark,13,NA,NA,NA,810,0.039,NA,NA,5813302,3,2020
2020-03-07,Denmark,0,NA,NA,NA,918,0.034,NA,NA,5813302,3,2020
2020-03-08,Denmark,13,NA,NA,NA,1147,0.041,NA,NA,5813302,3,2020
2020-03-09,Denmark,55,NA,NA,NA,1724,0.068,NA,NA,5813302,3,2020
2020-03-10,Denmark,172,NA,NA,NA,2530,0.126,NA,NA,5813302,3,2020
2020-03-11,Denmark,180,NA,NA,NA,3412,0.153,NA,NA,5813302,3,2020
2020-03-12,Denmark,173,NA,NA,NA,4088,0.178,NA,NA,5813302,3,2020
2020-03-13,Denmark,187,NA,NA,NA,4798,0.195,NA,NA,5813302,3,2020
2020-03-14,Denmark,32,1,NA,NA,5381,0.182,NA,NA,5813302,3,2020
2020-03-15,Denmark,39,1,NA,NA,6107,0.169,NA,NA,5813302,3,2020
2020-03-16,Denmark,58,1,NA,NA,7123,0.156,NA,NA,5813302,3,2020
2020-03-17,Denmark,92,1,NA,NA,8071,0.137,NA,NA,5813302,3,2020
2020-03-18,Denmark,91,0,NA,NA,9297,0.114,NA,NA,5813302,3,2020
2020-03-19,Denmark,109,2,NA,NA,11145,0.086,NA,NA,5813302,3,2020
2020-03-20,Denmark,112,3,NA,NA,12323,0.071,NA,NA,5813302,3,2020
2020-03-21,Denmark,83,4,NA,NA,12925,0.077,NA,NA,5813302,3,2020
2020-03-22,Denmark,94,0,NA,NA,13457,0.087,NA,NA,5813302,3,2020
2020-03-23,Denmark,58,11,NA,NA,14581,0.086,NA,NA,5813302,3,2020
2020-03-24,Denmark,146,8,NA,NA,15704,0.091,NA,NA,5813302,3,2020
2020-03-25,Denmark,144,2,NA,NA,17076,0.096,NA,NA,5813302,3,2020
2020-03-26,Denmark,161,7,NA,NA,18686,0.106,NA,NA,5813302,3,2020
2020-03-27,Denmark,177,11,NA,NA,20796,0.102,NA,NA,5813302,3,2020
2020-03-28,Denmark,166,13,NA,NA,22179,0.102,NA,NA,5813302,3,2020
2020-03-29,Denmark,198,7,NA,NA,23480,0.105,NA,NA,5813302,3,2020
2020-03-30,Denmark,191,5,NA,NA,26698,0.098,NA,NA,5813302,3,2020
2020-03-31,Denmark,284,13,NA,NA,29907,0.093,NA,NA,5813302,3,2020
2020-04-01,Denmark,251,14,NA,NA,33465,0.087,NA,NA,5813302,4,2020
2020-04-02,Denmark,283,19,146,527,39214,0.075,NA,NA,5813302,4,2020
2020-04-03,Denmark,373,16,139,511,45829,0.07,NA,NA,5813302,4,2020
2020-04-04,Denmark,323,22,137,498,49514,0.07,NA,NA,5813302,4,2020
2020-04-05,Denmark,292,18,138,490,51701,0.071,NA,NA,5813302,4,2020
2020-04-06,Denmark,314,8,133,488,58230,0.067,NA,NA,5813302,4,2020
2020-04-07,Denmark,391,16,127,466,64580,0.064,NA,NA,5813302,4,2020
2020-04-08,Denmark,331,15,127,446,70188,0.063,NA,NA,5813302,4,2020
2020-04-09,Denmark,233,19,120,427,72710,0.067,NA,NA,5813302,4,2020
2020-04-10,Denmark,184,10,113,398,75013,0.071,NA,NA,5813302,4,2020
2020-04-11,Denmark,177,13,106,402,77223,0.069,NA,NA,5813302,4,2020
2020-04-12,Denmark,178,13,104,391,79341,0.065,NA,NA,5813302,4,2020
2020-04-13,Denmark,144,12,100,381,81470,0.07,NA,NA,5813302,4,2020
2020-04-14,Denmark,193,14,93,374,87656,0.062,NA,NA,5813302,4,2020
2020-04-15,Denmark,170,10,89,355,93256,0.055,NA,NA,5813302,4,2020
2020-04-16,Denmark,198,12,92,341,98555,0.048,NA,NA,5813302,4,2020
2020-04-17,Denmark,194,15,93,337,103328,0.044,NA,NA,5813302,4,2020
2020-04-18,Denmark,169,10,87,304,105599,0.044,NA,NA,5813302,4,2020
2020-04-19,Denmark,143,9,84,303,107459,0.043,NA,NA,5813302,4,2020
2020-04-20,Denmark,131,9,84,321,114101,0.037,NA,NA,5813302,4,2020
2020-04-21,Denmark,180,6,81,315,123846,0.033,NA,NA,5813302,4,2020
2020-04-22,Denmark,217,14,80,309,135426,0.029,NA,NA,5813302,4,2020
2020-04-23,Denmark,163,10,74,303,147885,0.024,NA,NA,5813302,4,2020
2020-04-24,Denmark,137,9,69,303,162666,0.019,NA,NA,5813302,4,2020
2020-04-25,Denmark,235,15,70,276,175082,0.017,NA,NA,5813302,4,2020
2020-04-26,Denmark,130,4,70,273,185383,0.015,NA,NA,5813302,4,2020
2020-04-27,Denmark,123,5,72,293,202724,0.013,NA,NA,5813302,4,2020
2020-04-28,Denmark,153,7,66,271,218986,0.012,NA,NA,5813302,4,2020
2020-04-29,Denmark,157,9,65,254,235044,0.011,NA,NA,5813302,4,2020
2020-04-30,Denmark,150,9,62,236,250979,0.011,NA,NA,5813302,4,2020
2020-05-01,Denmark,153,8,61,229,265411,0.011,NA,NA,5813302,5,2020
2020-05-02,Denmark,96,15,60,214,276560,0.009,NA,NA,5813302,5,2020
2020-05-03,Denmark,116,9,62,225,285561,0.009,NA,NA,5813302,5,2020
2020-05-04,Denmark,147,9,57,228,303391,0.01,NA,NA,5813302,5,2020
2020-05-05,Denmark,151,10,49,209,319409,0.01,NA,NA,5813302,5,2020
2020-05-06,Denmark,117,3,46,190,333934,0.009,NA,NA,5813302,5,2020
2020-05-07,Denmark,145,8,43,178,348348,0.009,NA,NA,5813302,5,2020
2020-05-08,Denmark,135,8,42,183,356726,0.01,NA,NA,5813302,5,2020
2020-05-09,Denmark,101,4,39,169,364976,0.01,NA,NA,5813302,5,2020
2020-05-10,Denmark,110,3,39,174,371669,0.011,NA,NA,5813302,5,2020
2020-05-11,Denmark,84,4,42,173,388118,0.01,NA,NA,5813302,5,2020
2020-05-12,Denmark,78,-6,42,151,402895,0.009,NA,NA,5813302,5,2020
2020-05-13,Denmark,76,6,37,138,417608,0.009,NA,NA,5813302,5,2020
2020-05-14,Denmark,46,4,35,147,430585,0.008,NA,NA,5813302,5,2020
2020-05-15,Denmark,78,0,32,137,443235,0.007,NA,NA,5813302,5,2020
2020-05-16,Denmark,67,6,28,140,450950,0.006,NA,NA,5813302,5,2020
2020-05-17,Denmark,69,4,27,133,458044,0.006,NA,NA,5813302,5,2020
2020-05-18,Denmark,41,1,26,144,473306,0.005,NA,NA,5813302,5,2020
2020-05-19,Denmark,76,3,25,141,488212,0.005,NA,NA,5813302,5,2020
2020-05-20,Denmark,73,3,25,127,502644,0.005,NA,NA,5813302,5,2020
2020-05-21,Denmark,65,7,23,122,511149,0.006,NA,NA,5813302,5,2020
2020-05-22,Denmark,48,0,23,119,523465,0.005,NA,NA,5813302,5,2020
2020-05-23,Denmark,59,0,19,118,532269,0.005,NA,NA,5813302,5,2020
2020-05-24,Denmark,72,1,21,115,540956,0.005,NA,NA,5813302,5,2020
2020-05-25,Denmark,27,1,20,116,559256,0.005,NA,NA,5813302,5,2020
2020-05-26,Denmark,41,0,23,112,575236,0.004,NA,NA,5813302,5,2020
2020-05-27,Denmark,53,2,22,107,590017,0.004,NA,NA,5813302,5,2020
2020-05-28,Denmark,32,3,20,110,603158,0.004,NA,NA,5813302,5,2020
2020-05-29,Denmark,81,0,18,106,614944,0.004,NA,NA,5813302,5,2020
2020-05-30,Denmark,40,3,20,100,622125,0.004,NA,NA,5813302,5,2020
2020-05-31,Denmark,36,3,20,98,629773,0.003,NA,NA,5813302,5,2020
2020-06-01,Denmark,30,2,20,103,638518,0.004,NA,NA,5813302,6,2020
2020-06-02,Denmark,35,4,21,99,654067,0.004,NA,NA,5813302,6,2020
2020-06-03,Denmark,37,0,20,100,667450,0.004,NA,NA,5813302,6,2020
2020-06-04,Denmark,40,2,17,97,679314,0.004,NA,NA,5813302,6,2020
2020-06-05,Denmark,64,4,17,85,688994,0.004,NA,NA,5813302,6,2020
2020-06-06,Denmark,49,1,15,81,696980,0.004,NA,NA,5813302,6,2020
2020-06-07,Denmark,24,2,15,75,704746,0.004,NA,NA,5813302,6,2020
2020-06-08,Denmark,14,4,16,79,721601,0.003,NA,NA,5813302,6,2020
2020-06-09,Denmark,39,0,15,73,737262,0.003,NA,NA,5813302,6,2020
2020-06-10,Denmark,15,0,17,17,752230,0.003,NA,NA,5813302,6,2020
2020-06-11,Denmark,19,0,13,13,766843,0.003,NA,NA,5813302,6,2020
2020-06-12,Denmark,64,1,12,12,781723,0.002,NA,NA,5813302,6,2020
2020-06-13,Denmark,40,3,9,9,791742,0.002,NA,NA,5813302,6,2020
2020-06-14,Denmark,54,0,9,49,800811,0.003,NA,NA,5813302,6,2020
2020-06-15,Denmark,24,1,9,46,818536,0.003,NA,NA,5813302,6,2020
2020-06-16,Denmark,33,0,8,43,836745,0.003,NA,NA,5813302,6,2020
2020-06-17,Denmark,44,0,6,39,855969,0.003,NA,NA,5813302,6,2020
2020-06-18,Denmark,50,2,6,38,873480,0.003,NA,NA,5813302,6,2020
2020-06-19,Denmark,47,0,6,37,890471,0.003,NA,NA,5813302,6,2020
2020-06-20,Denmark,0,0,6,39,902583,0.002,NA,NA,5813302,6,2020
2020-06-21,Denmark,0,0,6,38,914013,0.002,NA,NA,5813302,6,2020
2020-06-22,Denmark,136,2,7,37,935475,0.003,NA,NA,5813302,6,2020
2020-06-23,Denmark,34,1,8,32,956389,0.003,NA,NA,5813302,6,2020
2020-06-24,Denmark,54,0,8,33,976464,0.003,NA,NA,5813302,6,2020
2020-06-25,Denmark,21,0,9,36,993291,0.002,NA,NA,5813302,6,2020
2020-06-26,Denmark,39,1,11,31,1009032,0.002,NA,NA,5813302,6,2020
2020-06-27,Denmark,0,0,11,29,1018521,0.002,NA,NA,5813302,6,2020
2020-06-28,Denmark,0,0,10,30,1027979,0.002,NA,NA,5813302,6,2020
2020-06-29,Denmark,76,1,9,35,1046701,0.002,NA,NA,5813302,6,2020
2020-06-30,Denmark,17,0,10,32,1064589,0.002,NA,NA,5813302,6,2020
2020-07-01,Denmark,26,1,11,29,1082205,0.002,NA,NA,5813302,7,2020
2020-07-02,Denmark,21,0,9,29,1097562,0.002,NA,NA,5813302,7,2020
2020-07-03,Denmark,17,0,6,27,1111882,0.002,NA,NA,5813302,7,2020
2020-07-04,Denmark,0,0,6,26,1121552,0.002,NA,NA,5813302,7,2020
2020-07-05,Denmark,1,0,6,24,1131293,0.002,NA,NA,5813302,7,2020
2020-07-06,Denmark,46,1,7,23,1149133,0.001,NA,NA,5813302,7,2020
2020-07-07,Denmark,10,2,5,17,1165646,0.001,NA,NA,5813302,7,2020
2020-07-08,Denmark,12,0,5,18,1181544,0.001,NA,NA,5813302,7,2020
2020-07-09,Denmark,16,0,5,18,1195885,0.001,NA,NA,5813302,7,2020
2020-07-10,Denmark,30,0,4,17,1210069,0.001,NA,NA,5813302,7,2020
2020-07-11,Denmark,0,0,5,15,1219725,0.001,NA,NA,5813302,7,2020
2020-07-12,Denmark,0,0,6,18,1228856,0.001,NA,NA,5813302,7,2020
2020-07-13,Denmark,91,1,6,18,1247134,0.002,NA,NA,5813302,7,2020
2020-07-14,Denmark,24,0,6,17,1263852,0.002,NA,NA,5813302,7,2020
2020-07-15,Denmark,31,0,6,19,1280198,0.002,NA,NA,5813302,7,2020
2020-07-16,Denmark,32,0,5,17,1295379,0.002,NA,NA,5813302,7,2020
2020-07-17,Denmark,49,1,5,20,1309655,0.002,NA,NA,5813302,7,2020
2020-07-18,Denmark,0,0,2,16,1320326,0.002,NA,NA,5813302,7,2020
2020-07-19,Denmark,3,0,3,19,1331266,0.002,NA,NA,5813302,7,2020
2020-07-20,Denmark,89,0,3,18,1349477,0.002,NA,NA,5813302,7,2020
2020-07-21,Denmark,40,0,4,18,1366171,0.002,NA,NA,5813302,7,2020
2020-07-22,Denmark,48,0,4,16,1382814,0.003,NA,NA,5813302,7,2020
2020-07-23,Denmark,40,1,3,19,1398604,0.003,NA,NA,5813302,7,2020
2020-07-24,Denmark,48,1,3,16,1414712,0.003,NA,NA,5813302,7,2020
2020-07-25,Denmark,1,0,3,17,1426443,0.003,NA,NA,5813302,7,2020
2020-07-26,Denmark,22,0,3,23,1439248,0.003,NA,NA,5813302,7,2020
2020-07-27,Denmark,110,0,3,22,1459972,0.003,NA,NA,5813302,7,2020
2020-07-28,Denmark,36,0,3,22,1480348,0.003,NA,NA,5813302,7,2020
2020-07-29,Denmark,57,1,3,21,1500572,0.003,NA,NA,5813302,7,2020
2020-07-30,Denmark,96,1,3,18,1521113,0.003,NA,NA,5813302,7,2020
2020-07-31,Denmark,64,0,3,18,1541028,0.003,NA,NA,5813302,7,2020
2020-08-01,Denmark,0,0,2,16,1555334,0.003,NA,NA,5813302,8,2020
2020-08-02,Denmark,0,0,2,20,1571050,0.003,NA,NA,5813302,8,2020
2020-08-03,Denmark,207,1,2,24,1594894,0.003,NA,NA,5813302,8,2020
2020-08-04,Denmark,79,0,3,24,1619840,0.004,NA,NA,5813302,8,2020
2020-08-05,Denmark,126,0,2,23,1644694,0.004,NA,NA,5813302,8,2020
2020-08-06,Denmark,146,1,2,24,1671542,0.004,NA,NA,5813302,8,2020
2020-08-07,Denmark,161,0,2,25,1698601,0.005,NA,NA,5813302,8,2020
2020-08-08,Denmark,4,0,2,21,1719389,0.004,NA,NA,5813302,8,2020
2020-08-09,Denmark,8,0,2,20,1740321,0.004,NA,NA,5813302,8,2020
2020-08-10,Denmark,376,3,2,23,1771274,0.005,NA,NA,5813302,8,2020
2020-08-11,Denmark,156,1,2,20,1804801,0.005,NA,NA,5813302,8,2020
2020-08-12,Denmark,132,0,1,16,1839528,0.005,NA,NA,5813302,8,2020
2020-08-13,Denmark,167,0,1,13,1873324,0.005,NA,NA,5813302,8,2020
2020-08-14,Denmark,168,0,1,14,1905887,0.005,NA,NA,5813302,8,2020
2020-08-15,Denmark,109,0,0,14,1931137,0.005,NA,NA,5813302,8,2020
2020-08-16,Denmark,136,0,0,12,1956736,0.006,NA,NA,5813302,8,2020
2020-08-17,Denmark,124,0,1,16,1992315,0.004,NA,NA,5813302,8,2020
2020-08-18,Denmark,119,0,1,18,2030196,0.004,NA,NA,5813302,8,2020
2020-08-19,Denmark,90,0,1,16,2069263,0.004,NA,NA,5813302,8,2020
2020-08-20,Denmark,117,0,1,20,2107274,0.004,NA,NA,5813302,8,2020
2020-08-21,Denmark,72,0,1,22,2142983,0.003,NA,NA,5813302,8,2020
2020-08-22,Denmark,112,1,1,22,2171618,0.003,NA,NA,5813302,8,2020
2020-08-23,Denmark,78,0,2,19,2199179,0.003,NA,NA,5813302,8,2020
2020-08-24,Denmark,106,1,3,20,2238515,0.003,NA,NA,5813302,8,2020
2020-08-25,Denmark,84,0,3,21,2278329,0.003,NA,NA,5813302,8,2020
2020-08-26,Denmark,57,0,3,19,2318383,0.003,NA,NA,5813302,8,2020
2020-08-27,Denmark,90,1,2,19,2357058,0.002,NA,NA,5813302,8,2020
2020-08-28,Denmark,73,0,2,21,2392487,0.002,NA,NA,5813302,8,2020
2020-08-29,Denmark,79,0,4,21,2417671,0.002,NA,NA,5813302,8,2020
2020-08-30,Denmark,112,0,4,21,2442915,0.002,NA,NA,5813302,8,2020
2020-08-31,Denmark,94,0,4,23,2482552,0.002,NA,NA,5813302,8,2020
2020-09-01,Denmark,99,1,4,20,2521805,0.002,NA,NA,5813302,9,2020
2020-09-02,Denmark,111,1,4,15,2561824,0.003,NA,NA,5813302,9,2020
2020-09-03,Denmark,180,0,3,17,2600633,0.003,NA,NA,5813302,9,2020
2020-09-04,Denmark,174,1,3,18,2640772,0.003,NA,NA,5813302,9,2020
2020-09-05,Denmark,189,0,3,16,2669748,0.004,NA,NA,5813302,9,2020
2020-09-06,Denmark,147,0,4,27,2699502,0.004,NA,NA,5813302,9,2020
2020-09-07,Denmark,230,1,3,29,2747395,0.004,NA,NA,5813302,9,2020
2020-09-08,Denmark,244,0,3,28,2795749,0.005,NA,NA,5813302,9,2020
2020-09-09,Denmark,252,0,5,30,2844589,0.005,NA,NA,5813302,9,2020
2020-09-10,Denmark,317,1,5,35,2896760,0.005,NA,NA,5813302,9,2020
2020-09-11,Denmark,293,0,7,44,2947335,0.005,NA,NA,5813302,9,2020
2020-09-12,Denmark,343,1,4,43,2989053,0.006,NA,NA,5813302,9,2020
2020-09-13,Denmark,338,1,4,47,3030953,0.006,NA,NA,5813302,9,2020
2020-09-14,Denmark,347,2,4,50,3086738,0.006,NA,NA,5813302,9,2020
2020-09-15,Denmark,339,0,3,56,3142895,0.006,NA,NA,5813302,9,2020
2020-09-16,Denmark,0,0,2,51,3199594,0.006,NA,NA,5813302,9,2020
2020-09-17,Denmark,823,2,3,60,3251656,0.007,NA,NA,5813302,9,2020
2020-09-18,Denmark,455,0,3,58,3303228,0.007,NA,NA,5813302,9,2020
2020-09-19,Denmark,590,0,4,62,3343653,0.008,NA,NA,5813302,9,2020
2020-09-20,Denmark,472,3,9,67,3384622,0.009,NA,NA,5813302,9,2020
2020-09-21,Denmark,421,2,12,75,3438811,0.009,NA,NA,5813302,9,2020
2020-09-22,Denmark,487,1,14,79,3495444,0.009,NA,NA,5813302,9,2020
2020-09-23,Denmark,561,2,15,78,3551127,0.011,NA,NA,5813302,9,2020
2020-09-24,Denmark,563,2,14,95,3605059,0.01,NA,NA,5813302,9,2020
2020-09-25,Denmark,681,2,16,101,3656653,0.011,NA,NA,5813302,9,2020
2020-09-26,Denmark,621,1,17,97,3696637,0.011,NA,NA,5813302,9,2020
2020-09-27,Denmark,424,1,17,95,3736260,0.011,NA,NA,5813302,9,2020
2020-09-28,Denmark,435,0,17,110,3790263,0.011,NA,NA,5813302,9,2020
2020-09-29,Denmark,395,1,15,107,3841080,0.011,NA,NA,5813302,9,2020
2020-09-30,Denmark,538,0,15,102,3889056,0.011,NA,NA,5813302,9,2020
2020-10-01,Denmark,403,1,15,109,3933656,0.011,NA,NA,5813302,10,2020
2020-10-02,Denmark,536,1,13,106,3976839,0.01,NA,NA,5813302,10,2020
2020-10-03,Denmark,371,2,17,105,4010820,0.01,NA,NA,5813302,10,2020
2020-10-04,Denmark,379,4,18,105,4044775,0.01,NA,NA,5813302,10,2020
2020-10-05,Denmark,378,1,17,120,4097417,0.01,NA,NA,5813302,10,2020
2020-10-06,Denmark,322,4,15,124,4151044,0.009,NA,NA,5813302,10,2020
2020-10-07,Denmark,333,0,15,116,4201530,0.009,NA,NA,5813302,10,2020
2020-10-08,Denmark,447,2,17,115,4249654,0.009,NA,NA,5813302,10,2020
2020-10-09,Denmark,483,0,18,106,4289361,0.009,NA,NA,5813302,10,2020
2020-10-10,Denmark,444,2,20,103,4316830,0.009,NA,NA,5813302,10,2020
2020-10-11,Denmark,340,2,19,102,4343600,0.009,NA,NA,5813302,10,2020
2020-10-12,Denmark,389,2,19,107,4384202,0.01,NA,NA,5813302,10,2020
2020-10-13,Denmark,290,3,19,103,4420491,0.01,NA,NA,5813302,10,2020
2020-10-14,Denmark,493,1,17,104,4456619,0.011,NA,NA,5813302,10,2020
2020-10-15,Denmark,432,2,17,104,4492075,0.012,NA,NA,5813302,10,2020
2020-10-16,Denmark,420,0,16,110,4526848,0.012,NA,NA,5813302,10,2020
2020-10-17,Denmark,501,2,16,110,4554000,0.012,NA,NA,5813302,10,2020
2020-10-18,Denmark,453,1,17,119,4584274,0.012,NA,NA,5813302,10,2020
2020-10-19,Denmark,452,6,18,129,4632584,0.012,NA,NA,5813302,10,2020
2020-10-20,Denmark,532,2,15,128,4677262,0.013,NA,NA,5813302,10,2020
2020-10-21,Denmark,630,2,16,122,4724795,0.013,NA,NA,5813302,10,2020
2020-10-22,Denmark,763,4,17,124,4774450,0.013,NA,NA,5813302,10,2020
2020-10-23,Denmark,859,3,18,125,4825041,0.014,NA,NA,5813302,10,2020
2020-10-24,Denmark,789,3,17,120,4870842,0.014,NA,NA,5813302,10,2020
2020-10-25,Denmark,945,2,18,127,4922768,0.015,NA,NA,5813302,10,2020
2020-10-26,Denmark,1056,6,17,145,4988908,0.016,NA,NA,5813302,10,2020
2020-10-27,Denmark,749,1,19,137,5062403,0.015,NA,NA,5813302,10,2020
2020-10-28,Denmark,1017,6,18,136,5132861,0.015,NA,NA,5813302,10,2020
2020-10-29,Denmark,860,1,17,139,5200984,0.015,NA,NA,5813302,10,2020
2020-10-30,Denmark,1191,3,17,144,5265090,0.015,NA,NA,5813302,10,2020
2020-10-31,Denmark,1127,2,19,147,5316376,0.016,NA,NA,5813302,10,2020
2020-11-01,Denmark,948,2,19,156,5368211,0.016,NA,NA,5813302,11,2020
2020-11-02,Denmark,942,1,23,174,5438724,0.015,NA,NA,5813302,11,2020
2020-11-03,Denmark,1353,4,22,169,5512482,0.017,NA,NA,5813302,11,2020
2020-11-04,Denmark,936,1,24,184,5584115,0.016,NA,NA,5813302,11,2020
2020-11-05,Denmark,1223,4,24,182,5655600,0.017,NA,NA,5813302,11,2020
2020-11-06,Denmark,1427,5,23,191,5725086,0.017,NA,NA,5813302,11,2020
2020-11-07,Denmark,1050,2,29,187,5784125,0.017,NA,NA,5813302,11,2020
2020-11-08,Denmark,893,3,30,188,5842300,0.017,NA,NA,5813302,11,2020
2020-11-09,Denmark,771,4,33,196,5923630,0.016,NA,NA,5813302,11,2020
2020-11-10,Denmark,1066,3,33,211,6004412,0.015,NA,NA,5813302,11,2020
2020-11-11,Denmark,994,3,40,216,6080655,0.015,NA,NA,5813302,11,2020
2020-11-12,Denmark,1012,2,44,239,6154884,0.014,NA,NA,5813302,11,2020
2020-11-13,Denmark,1037,1,40,236,6226925,0.014,NA,NA,5813302,11,2020
2020-11-14,Denmark,1078,1,41,243,6283050,0.014,NA,NA,5813302,11,2020
2020-11-15,Denmark,1059,3,45,259,6338356,0.014,NA,NA,5813302,11,2020
2020-11-16,Denmark,1195,4,44,267,6417670,0.015,NA,NA,5813302,11,2020
2020-11-17,Denmark,1220,4,41,259,6500212,0.015,NA,NA,5813302,11,2020
2020-11-18,Denmark,1257,2,43,248,6580143,0.016,NA,NA,5813302,11,2020
2020-11-19,Denmark,1297,3,41,255,6655544,0.016,NA,NA,5813302,11,2020
2020-11-20,Denmark,1257,5,39,244,6728139,0.017,NA,NA,5813302,11,2020
2020-11-21,Denmark,1274,3,40,237,6785875,0.017,NA,NA,5813302,11,2020
2020-11-22,Denmark,851,3,39,254,6846863,0.016,NA,NA,5813302,11,2020
2020-11-23,Denmark,1169,5,41,261,6924279,0.016,NA,NA,5813302,11,2020
2020-11-24,Denmark,1367,8,40,255,7008027,0.017,NA,NA,5813302,11,2020
2020-11-25,Denmark,1183,5,42,251,7088300,0.017,NA,NA,5813302,11,2020
2020-11-26,Denmark,1191,9,42,244,7168701,0.016,NA,NA,5813302,11,2020
2020-11-27,Denmark,1323,5,46,254,7240873,0.016,NA,NA,5813302,11,2020
2020-11-28,Denmark,1638,7,42,249,7297484,0.017,NA,NA,5813302,11,2020
2020-11-29,Denmark,998,6,43,256,7355553,0.017,NA,NA,5813302,11,2020
2020-11-30,Denmark,1130,8,44,259,7436349,0.017,NA,NA,5813302,11,2020
2020-12-01,Denmark,1468,9,38,254,7518910,0.017,1,NA,5813302,12,2020
2020-12-02,Denmark,1586,6,36,266,7603792,0.018,NA,NA,5813302,12,2020
2020-12-03,Denmark,1607,6,38,267,7692217,0.019,NA,NA,5813302,12,2020
2020-12-04,Denmark,1603,9,40,293,7774096,0.019,NA,NA,5813302,12,2020
2020-12-05,Denmark,2116,11,39,279,7837493,0.019,NA,NA,5813302,12,2020
2020-12-06,Denmark,1749,7,42,302,7906680,0.02,NA,NA,5813302,12,2020
2020-12-07,Denmark,2046,9,43,328,8005066,0.021,NA,NA,5813302,12,2020
2020-12-08,Denmark,2155,7,42,354,8115596,0.022,NA,NA,5813302,12,2020
2020-12-09,Denmark,2563,3,39,349,8225248,0.022,NA,NA,5813302,12,2020
2020-12-10,Denmark,3132,14,40,342,8334921,0.024,NA,NA,5813302,12,2020
2020-12-11,Denmark,3076,9,48,361,8437298,0.025,NA,NA,5813302,12,2020
2020-12-12,Denmark,3557,8,54,371,8522850,0.027,NA,NA,5813302,12,2020
2020-12-13,Denmark,2645,6,58,390,8609705,0.027,NA,NA,5813302,12,2020
2020-12-14,Denmark,3337,9,61,429,8732300,0.028,NA,NA,5813302,12,2020
2020-12-15,Denmark,2994,11,68,439,8866799,0.028,NA,NA,5813302,12,2020
2020-12-16,Denmark,3694,14,68,493,9003402,0.029,2,NA,5813302,12,2020
2020-12-17,Denmark,4036,17,76,516,9137289,0.029,3,NA,5813302,12,2020
2020-12-18,Denmark,4508,15,79,568,9267534,0.03,4,NA,5813302,12,2020
2020-12-19,Denmark,3290,12,86,606,9382650,0.028,5,NA,5813302,12,2020
2020-12-20,Denmark,2835,16,87,661,9503578,0.028,NA,NA,5813302,12,2020
