ship,job_id,job_desc,item_id,item_name,item_quantity,item_manufaturer,component_id,component_desc,done_date,year,days
Ship-20,2379,"ME Exh. Gas outlet temp. cyl,#1 sensor pocket and wire cable",601.001.001,"Thermocouple TC-87-02,  Model: MPT 100K, Type: K, Temp :0-600 'C, Class:B, Tube:",1,"CMR KOREA CO.,LTD",601.001.01,Main Engine,2018-08-14,2018,NA
Ship-21,1899,M.E cylinder no.4 exhaust gas temperature thermocouple replacement,601.001.001,"Thermocouple TC-87-02,  Model: MPT 100K, Type: K, Temp :0-600 'C, Class:B, Tube:",1,"CMR KOREA CO.,LTD",601.002.04,ME Cylinder Cover No 4,2016-12-20,2016,NA
Ship-11,1915,NA,601.002.003,Cylinder Cover IMO Number 1845636-4,1,MAN B&W,601.002.05,Cylinder Cover 05,2015-07-06,2015,NA
Ship-10,2361,Renewal of jacket cooling gasket cyl unit no. 5,601.002.005,O-Ring,2,MAN B&W,601.002.05,Cylinder Cover 05,2018-01-11,2018,NA
Ship-10,498,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,0,MAN B&W,601.002.05,Cylinder Cover 05,2018-10-27,2018,289
Ship-10,87,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,0,MAN B&W,601.002.06,Cylinder Cover 06,2018-10-27,2018,0
Ship-10,496,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,0,MAN B&W,601.002.03,Cylinder Cover 03,2018-10-27,2018,0
Ship-10,494,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,0,MAN B&W,601.002.01,Cylinder Cover 01,2018-10-27,2018,0
Ship-10,499,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,0,MAN B&W,601.002.07,Cylinder Cover 07,2018-10-27,2018,0
Ship-10,497,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,0,MAN B&W,601.002.04,Cylinder Cover 04,2018-10-27,2018,0
Ship-10,87,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,1,MAN B&W,601.002.06,Cylinder Cover 06,2020-01-20,2020,450
Ship-10,506,24000H Overhauling the Cylinder Cover,601.002.005,O-Ring,1,MAN B&W,601.002.08,Cylinder Cover 08,2020-01-22,2020,2
Ship-11,1915,NA,601.002.005,O-Ring,2,MAN B&W,601.002.05,Cylinder Cover 05,2015-07-06,2015,NA
Ship-11,2179,NA,601.002.005,O-Ring,2,MAN B&W,601.003.04,Cylinder Liner 04,2017-06-29,2017,724
Ship-12,1905,Main Engine Cyl no.8 broken near gap of top piston ring,601.002.005,O-Ring,2,MAN B&W,601.004.08,Piston 08,2017-01-09,2017,NA
Ship-12,1907,Main Engine CCylinder no.5 Top ring already reached CL maximum limit.,601.002.005,O-Ring,2,MAN B&W,601.004.05,Piston 05,2017-01-09,2017,0
Ship-12,1923,Main engine cylinder no.6 broken near gap,601.002.005,O-Ring,2,MAN B&W,601.004.06,Piston 06,2017-02-24,2017,46
Ship-12,1993,Replacement of cylinder liner.,601.002.005,O-Ring,2,MAN B&W,601.003.08,Cylinder Liner 08,2017-05-11,2017,76
Ship-12,2015,NA,601.002.005,O-Ring,2,MAN B&W,601.003.02,Cylinder Liner 02,2017-05-11,2017,0
Ship-12,2025,Replacement of cooling jacket o-rings.,601.002.005,O-Ring,2,MAN B&W,601.003.04,Cylinder Liner 04,2017-05-13,2017,2
Ship-12,2035,Replacement of cooling jacket o-rings.,601.002.005,O-Ring,2,MAN B&W,601.003.01,Cylinder Liner 01,2017-05-14,2017,1
Ship-12,837,16000H Overhaul of the Cylinder Liner,601.002.005,O-Ring,2,MAN B&W,601.003.07,Cylinder Liner 07,2017-05-31,2017,17
Ship-12,835,16000H Overhaul of the Cylinder Liner,601.002.005,O-Ring,2,MAN B&W,601.003.05,Cylinder Liner 05,2017-05-31,2017,0
Ship-12,831,16000H Overhaul of the Cylinder Liner,601.002.005,O-Ring,2,MAN B&W,601.003.03,Cylinder Liner 03,2017-05-31,2017,0
Ship-12,2721,Replacement of seals for CW jacket.,601.002.005,O-Ring,2,MAN B&W,601.002.08,Cylinder Cover 08,2019-01-03,2019,582
Ship-13,2041,Cylinder no.3 upper and lower jacket,601.002.005,O-Ring,2,MAN B&W,601.002.03,Cylinder Cover 03,2016-04-22,2016,NA
Ship-13,2043,Cylinder no.4 upper and lower jacket,601.002.005,O-Ring,2,MAN B&W,601.002.04,Cylinder Cover 04,2016-04-22,2016,0
Ship-13,495,16000H Overhauling the Cylinder Cover,601.002.005,O-Ring,2,MAN B&W,601.002.02,Cylinder Cover 02,2016-10-02,2016,163
Ship-13,87,16000H Overhauling the Cylinder Cover,601.002.005,O-Ring,2,MAN B&W,601.002.06,Cylinder Cover 06,2016-10-03,2016,1
Ship-13,2483,Replace damage cylinder head cover o-ring,601.002.005,O-Ring,2,MAN B&W,601.002.01,Cylinder Cover 01,2017-06-26,2017,266
Ship-13,2583,Main Engine Cylinder no.3 jacket cooling water leak,601.002.005,O-Ring,2,MAN B&W,601.002.03,Cylinder Cover 03,2017-06-29,2017,3
Ship-13,2461,Replace o-ring on ME cylinder head  cover cylinder no.7,601.002.005,O-Ring,2,MAN B&W,601.002.07,Cylinder Cover 07,2017-06-29,2017,0
Ship-13,2585,Main Engine Cylinder no.5 jacket cooling water,601.002.005,O-Ring,2,MAN B&W,601.002.05,Cylinder Cover 05,2017-07-27,2017,28
Ship-13,3525,NA,601.002.005,O-Ring,2,MAN B&W,601.002.01,Cylinder Cover 01,2018-11-27,2018,488
Ship-13,498,16000H Overhauling the Cylinder Cover,601.002.005,O-Ring,2,MAN B&W,601.002.05,Cylinder Cover 05,2019-03-15,2019,108
Ship-13,3907,Water leakage from cylinder jacket,601.002.005,O-Ring,2,MAN B&W,601.002.07,Cylinder Cover 07,2019-12-10,2019,270
Ship-14,3289,Renewal of O- rings and gaskets,601.002.005,O-Ring,0,MAN B&W,601.002.08,Cylinder Cover 08,2019-11-30,2019,NA
Ship-14,3287,Renewal of O- rings for jacket cooling,601.002.005,O-Ring,2,MAN B&W,601.002.03,Cylinder Cover 03,2019-11-30,2019,0
Ship-20,410,16000H Overhauling ME Cylinder Cover,601.002.005,O-Ring,2,STX MAN B&W,601.002.01,ME Cylinder Cover No 1,2016-08-23,2016,NA
Ship-21,2143,Change Piston Rings,601.002.005,O-Ring,2,STX MAN B&W,601.004.04,ME Piston No 4,2018-03-05,2018,NA
Ship-9,3793,Piston crown and Piston ring replacement with new spare,601.002.005,O-Ring,2,MAN B&W,601.004.05,Piston 05,2019-05-14,2019,NA
Ship-9,3789,Piston crown and Piston ring replacement with new spare...,601.002.005,O-Ring,2,MAN B&W,601.004.03,Piston 03,2019-05-14,2019,0
Ship-9,3797,Piston crown and Piston ring replacement with new spare,601.002.005,O-Ring,0,MAN B&W,601.004.07,Piston 07,2019-05-14,2019,0
Ship-9,3795,NA,601.002.005,O-Ring,2,MAN B&W,601.004.05,Piston 05,2019-05-14,2019,0
Ship-9,3791,Piston crown and Piston ring repacement with new spare,601.002.005,O-Ring,2,MAN B&W,601.004.04,Piston 04,2019-05-14,2019,0
Ship-9,4023,Renewal of O-ring of Cylinder top cover No.2,601.002.005,O-Ring,2,MAN B&W,601.002.02,Cylinder Cover 02,2020-01-31,2020,262
Ship-9,4021,Renewal of O- ring of Cylinder top cover No.1,601.002.005,O-Ring,2,MAN B&W,601.002.01,Cylinder Cover 01,2020-01-31,2020,0
Ship-13,3907,Water leakage from cylinder jacket,601.002.006,Cooling Jacket,1,MAN B&W,601.002.07,Cylinder Cover 07,2019-12-10,2019,NA
Ship-10,2449,Indicator cock replacement of Cyl. no.7,601.002.020,Connecting Piece,1,MAN B&W,601.002.07,Cylinder Cover 07,2018-05-03,2018,NA
Ship-10,2701,Replacement of indicator cock,601.002.020,Connecting Piece,1,MAN B&W,601.002.05,Cylinder Cover 05,2019-08-07,2019,461
Ship-10,2703,Replacement of indicator cock,601.002.020,Connecting Piece,1,MAN B&W,601.002.01,Cylinder Cover 01,2019-08-07,2019,0
Ship-10,506,24000H Overhauling the Cylinder Cover,601.002.023,Gasket,1,MAN B&W,601.002.08,Cylinder Cover 08,2018-09-21,2018,NA
Ship-10,495,24000H Overhauling the Cylinder Cover,601.002.023,Gasket,1,MAN B&W,601.002.02,Cylinder Cover 02,2018-09-21,2018,0
Ship-10,2701,Replacement of indicator cock,601.002.023,Gasket,1,MAN B&W,601.002.05,Cylinder Cover 05,2019-08-07,2019,320
Ship-10,2703,Replacement of indicator cock,601.002.023,Gasket,1,MAN B&W,601.002.01,Cylinder Cover 01,2019-08-07,2019,0
Ship-10,2449,Indicator cock replacement of Cyl. no.7,601.002.024,Indicator Cock,1,MAN B&W,601.002.07,Cylinder Cover 07,2018-05-03,2018,NA
Ship-10,506,24000H Overhauling the Cylinder Cover,601.002.024,Indicator Cock,1,MAN B&W,601.002.08,Cylinder Cover 08,2018-09-21,2018,141
Ship-10,495,24000H Overhauling the Cylinder Cover,601.002.024,Indicator Cock,1,MAN B&W,601.002.02,Cylinder Cover 02,2018-09-21,2018,0
Ship-10,2701,Replacement of indicator cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.05,Cylinder Cover 05,2019-08-07,2019,320
Ship-10,2703,Replacement of indicator cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.01,Cylinder Cover 01,2019-08-07,2019,0
Ship-12,1885,Replacement of M/E Cylinder no.1 Indicator Cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.01,Cylinder Cover 01,2016-12-18,2016,NA
Ship-13,2079,Main engine indicator cock leak,601.002.024,Indicator Cock,1,MAN B&W,601.002.06,Cylinder Cover 06,2016-05-13,2016,NA
Ship-13,2077,Main engine indicator cock leak,601.002.024,Indicator Cock,1,MAN B&W,601.002.03,Cylinder Cover 03,2016-05-13,2016,0
Ship-13,2075,Main engine indicator cock leak,601.002.024,Indicator Cock,1,MAN B&W,601.002.02,Cylinder Cover 02,2016-05-13,2016,0
Ship-13,3545,Replacement of indicator cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.08,Cylinder Cover 08,2018-12-06,2018,937
Ship-13,3543,Replacement of indicator cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.02,Cylinder Cover 02,2018-12-06,2018,0
Ship-14,1725,"Replaced Indicator valve of main engine cylinder no,7",601.002.024,Indicator Cock,1,MAN B&W,601,DIESEL ENGINES,2016-02-09,2016,NA
Ship-9,3039,Replacement of leaking indicator cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.01,Cylinder Cover 01,2016-12-09,2016,NA
Ship-9,3041,Replacement of leaking indicator cock,601.002.024,Indicator Cock,1,MAN B&W,601.002.03,Cylinder Cover 03,2016-12-09,2016,0
Ship-11,2179,NA,601.002.052,O-Ring With Back-Up,1,MAN B&W,601.003.04,Cylinder Liner 04,2017-06-29,2017,NA
Ship-11,2179,NA,601.002.053,O-Ring With Back-Up,1,MAN B&W,601.003.04,Cylinder Liner 04,2017-06-29,2017,NA
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,NA
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.071,O-Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-19,2313,Renewed sealing rings of air cylinder,601.002.071,O-Ring,0,STX MAN B&W,601.002.03,ME Cylinder Cover No 3_IMO ID no 1845636-4,2018-04-22,2018,NA
Ship-19,2609,NA,601.002.071,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,267
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,446,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-29,2019,NA
Ship-20,449,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-29,2019,0
Ship-20,447,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2019-01-29,2019,0
Ship-20,2811,Overhauling of exhaust valve upper parts,601.002.071,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2020-04-21,2020,448
Ship-20,2809,Overhauling of exhaust valve upper parts,601.002.071,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2020-04-21,2020,0
Ship-20,2807,NA,601.002.071,O-Ring,1,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2020-04-21,2020,0
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2018-05-02,2018,NA
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,243
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.071,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.071,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.071,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
Ship-21,2349,"16000H Overhauled ME Exhaust Valve No.2 Sines,Portugal Done Date:Dec.31,2018",601.002.071,O-Ring,0,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-05,2019,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.073,Spring Pin,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.073,Spring Pin,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.074,Screw,2,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.074,Screw,2,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,NA
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.074,Screw,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.074,Screw,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,NA
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.074,Screw,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.074,Screw,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.074,Screw,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.074,Screw,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
Ship-21,2349,"16000H Overhauled ME Exhaust Valve No.2 Sines,Portugal Done Date:Dec.31,2018",601.002.074,Screw,0,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-05,2019,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,NA
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.075,Bottom Piece,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-19,2609,NA,601.002.075,Bottom Piece,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,NA
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.075,Bottom Piece,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,451,16000H Overhauling ME Exhaust Valve,601.002.075,Bottom Piece,1,STX MAN B&W,601.002.36,ME Exhaust Valve No 6,2019-01-01,2019,NA
Ship-21,446,16000H Overhauling ME Exhaust Valve,601.002.075,Bottom Piece,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2018-12-31,2018,NA
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.075,Bottom Piece,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-04,2019,4
Ship-21,449,16000H Overhauling ME Exhaust Valve,601.002.075,Bottom Piece,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-04,2019,0
Ship-21,2357,"16000H Overhauled ME Exhaust Valve No.7 Sines,Portugal Done Date:Dec.31,2018",601.002.075,Bottom Piece,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-05,2019,1
Ship-21,2355,"16000H Overhauled ME Exhaust Valve No.5 Sines,Portugal Done Date:Dec.31,2018",601.002.075,Bottom Piece,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-05,2019,0
Ship-21,2349,"16000H Overhauled ME Exhaust Valve No.2 Sines,Portugal Done Date:Dec.31,2018",601.002.075,Bottom Piece,0,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-05,2019,0
Ship-10,732,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.33,Exhaust Valve 03,2016-03-11,2016,NA
Ship-10,738,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2016-03-11,2016,0
Ship-10,740,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2016-03-11,2016,0
Ship-10,734,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2016-03-11,2016,0
Ship-10,498,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,0,MAN B&W,601.002.05,Cylinder Cover 05,2018-10-27,2018,960
Ship-10,87,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,0,MAN B&W,601.002.06,Cylinder Cover 06,2018-10-27,2018,0
Ship-10,496,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,0,MAN B&W,601.002.03,Cylinder Cover 03,2018-10-27,2018,0
Ship-10,494,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,0,MAN B&W,601.002.01,Cylinder Cover 01,2018-10-27,2018,0
Ship-10,499,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,0,MAN B&W,601.002.07,Cylinder Cover 07,2018-10-27,2018,0
Ship-10,497,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,0,MAN B&W,601.002.04,Cylinder Cover 04,2018-10-27,2018,0
Ship-10,87,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,1,MAN B&W,601.002.06,Cylinder Cover 06,2020-01-20,2020,450
Ship-10,506,24000H Overhauling the Cylinder Cover,601.002.076,O-Ring,1,MAN B&W,601.002.08,Cylinder Cover 08,2020-01-22,2020,2
Ship-10,1,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.36,NA,2020-03-28,2020,66
Ship-10,728,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2020-03-28,2020,0
Ship-11,114,16000H Overhauling the Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-04-27,2019,NA
Ship-11,740,16000H Overhauling of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.38,Exhaust Valve 08,2019-04-27,2019,0
Ship-11,734,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2019-07-29,2019,93
Ship-11,728,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2019-07-29,2019,0
Ship-11,730,16000H Overhaul of  Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.32,Exhaust Valve 02,2019-07-30,2019,1
Ship-11,736,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-08-14,2019,15
Ship-11,738,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-08-14,2019,0
Ship-12,732,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.33,Exhaust Valve 03,2020-01-31,2020,NA
Ship-12,114,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2020-01-31,2020,0
Ship-12,738,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2020-01-31,2020,0
Ship-13,728,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.31,Exhaust Valve 01,2018-11-27,2018,NA
Ship-13,734,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.34,Exhaust Valve 04,2018-11-27,2018,0
Ship-13,738,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.37,Exhaust Valve 07,2019-03-15,2019,108
Ship-13,114,16000H Overhauling the Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.36,Exhaust Valve 06,2019-03-15,2019,0
Ship-13,736,16000H Overhaul of Exhaust Valve,601.002.076,O-Ring,1,MAN B&W,601.002.35,Exhaust Valve 05,2019-03-15,2019,0
Ship-19,446,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2015-11-10,2015,NA
Ship-19,445,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.31,ME Exhaust Valve No 1,2015-11-25,2015,15
Ship-19,448,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.34,ME Exhaust Valve No 4,2015-11-25,2015,0
Ship-19,2313,Renewed sealing rings of air cylinder,601.002.076,O-Ring,0,STX MAN B&W,601.002.03,ME Cylinder Cover No 3_IMO ID no 1845636-4,2018-04-22,2018,879
Ship-19,2609,NA,601.002.076,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-14,2019,267
Ship-19,452,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2019-01-14,2019,0
Ship-20,446,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.32,ME Exhaust Valve No 2,2019-01-29,2019,NA
Ship-20,449,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.35,ME Exhaust Valve No 5,2019-01-29,2019,0
Ship-20,447,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.33,ME Exhaust Valve No 3,2019-01-29,2019,0
Ship-21,452,16000H Overhauling ME Exhaust Valve,601.002.076,O-Ring,1,STX MAN B&W,601.002.37,ME Exhaust Valve No 7,2018-05-02,2018,NA
