ship,job_id,job_desc,item_id,item_name,item_quantity,item_manufaturer,component_id,component_desc,done_date,year,days
Ship-21,638,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.17,ME Fuel Pump No 7,2018-04-29,2018,NA
Ship-21,631,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.11,ME Fuel Pump No 1,2018-04-29,2018,0
Ship-21,636,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.15,ME Fuel Pump No 5,2018-04-29,2018,0
Ship-21,632,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.12,ME Fuel Pump No 2,2018-04-29,2018,0
Ship-21,635,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.14,ME Fuel Pump No 4,2018-04-29,2018,0
Ship-21,637,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.16,ME Fuel Pump No 6,2018-04-29,2018,0
Ship-21,634,16000H Overhaul ME FO Pump,601.026.043,Sealing Ring,1,STX MAN B&W,601.026.13,ME Fuel Pump No 3,2018-04-29,2018,0
Ship-9,816,8000H Check and Overhaul Fuel Valve / Nozzle,601.026.043,Sealing Ring,1,MAN B&W,601.002.74,"Fuel Valve, Foremost 04",2018-11-22,2018,NA
Ship-9,514,8000H Replace Fuel Pump Suction Valve,601.026.043,Sealing Ring,1,MAN B&W,601.026.17,Fuel Pump 07,2019-02-13,2019,83
Ship-9,492,8000H Replace Fuel Pump Suction Valve,601.026.043,Sealing Ring,1,MAN B&W,601.026.13,Fuel Pump 03,2020-01-22,2020,343
Ship-9,514,8000H Replace Fuel Pump Suction Valve,601.026.043,Sealing Ring,1,MAN B&W,601.026.17,Fuel Pump 07,2020-01-22,2020,0
Ship-9,488,8000H Replace Fuel Pump Suction Valve,601.026.043,Sealing Ring,1,MAN B&W,601.026.11,Fuel Pump 01,2020-01-22,2020,0
Ship-9,502,8000H Replace Fuel Pump Suction Valve,601.026.043,Sealing Ring,1,MAN B&W,601.026.15,Fuel Pump 05,2020-02-18,2020,27
Ship-10,1711,Fuel Pump Leakage,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.15,Fuel Pump 05,2015-05-18,2015,NA
Ship-10,914,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.14,Fuel Pump 04,2017-12-10,2017,937
Ship-10,770,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.16,Fuel Pump 06,2018-05-27,2018,168
Ship-10,912,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.12,Fuel Pump 02,2018-06-25,2018,29
Ship-10,915,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.15,Fuel Pump 05,2018-06-25,2018,0
Ship-10,913,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.13,Fuel Pump 03,2018-08-20,2018,56
Ship-10,916,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.17,Fuel Pump 07,2018-08-20,2018,0
Ship-10,917,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",0,MAN B&W,601.026.18,Fuel Pump 08,2018-08-26,2018,6
Ship-11,916,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.17,Fuel Pump 07,2019-04-10,2019,NA
Ship-11,917,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.18,Fuel Pump 08,2019-04-10,2019,0
Ship-11,915,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.15,Fuel Pump 05,2019-04-10,2019,0
Ship-11,912,16000H Overhauling the fuel pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.12,Fuel Pump 02,2019-04-10,2019,0
Ship-11,770,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.16,Fuel Pump 06,2019-04-10,2019,0
Ship-11,911,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.11,Fuel Pump 01,2019-04-24,2019,14
Ship-11,914,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.14,Fuel Pump 04,2019-04-24,2019,0
Ship-11,913,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.13,Fuel Pump 03,2019-04-24,2019,0
Ship-12,916,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.17,Fuel Pump 07,2018-09-13,2018,NA
Ship-12,914,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.14,Fuel Pump 04,2018-09-13,2018,0
Ship-12,915,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.15,Fuel Pump 05,2018-09-15,2018,2
Ship-12,911,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.11,Fuel Pump 01,2018-09-15,2018,0
Ship-12,770,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.16,Fuel Pump 06,2018-09-15,2018,0
Ship-12,917,16000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.18,Fuel Pump 08,2018-12-29,2018,105
Ship-13,770,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.16,Fuel Pump 06,2018-09-19,2018,NA
Ship-13,912,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.12,Fuel Pump 02,2019-03-30,2019,192
Ship-13,911,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.11,Fuel Pump 01,2019-03-30,2019,0
Ship-13,916,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.17,Fuel Pump 07,2019-06-16,2019,78
Ship-13,915,24000H Overhauling the Fuel Pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.15,Fuel Pump 05,2019-06-16,2019,0
Ship-14,917,16000H Overhauling the fuel pump,601.026.049,"Pump Barrel, Complete",1,MAN B&W,601.026.18,Fuel Pump 08,2017-11-08,2017,NA
Ship-21,638,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.17,ME Fuel Pump No 7,2018-04-29,2018,NA
Ship-21,631,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.11,ME Fuel Pump No 1,2018-04-29,2018,0
Ship-21,636,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.15,ME Fuel Pump No 5,2018-04-29,2018,0
Ship-21,632,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.12,ME Fuel Pump No 2,2018-04-29,2018,0
Ship-21,635,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.14,ME Fuel Pump No 4,2018-04-29,2018,0
Ship-21,637,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.16,ME Fuel Pump No 6,2018-04-29,2018,0
Ship-21,634,16000H Overhaul ME FO Pump,601.026.049,"Pump Barrel, Complete",1,STX MAN B&W,601.026.13,ME Fuel Pump No 3,2018-04-29,2018,0
Ship-10,914,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.14,Fuel Pump 04,2017-12-10,2017,NA
Ship-10,770,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.16,Fuel Pump 06,2018-05-27,2018,168
Ship-10,912,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.12,Fuel Pump 02,2018-06-25,2018,29
Ship-10,915,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.15,Fuel Pump 05,2018-06-25,2018,0
Ship-10,913,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.13,Fuel Pump 03,2018-08-20,2018,56
Ship-10,916,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.17,Fuel Pump 07,2018-08-20,2018,0
Ship-10,917,24000H Overhauling the Fuel Pump,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.18,Fuel Pump 08,2018-08-26,2018,6
Ship-10,2799,ME FO pump plunger O-rings,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.14,Fuel Pump 04,2020-01-24,2020,516
Ship-10,2797,ME FO pump Plunger O-rings,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.15,Fuel Pump 05,2020-01-24,2020,0
Ship-11,568,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.16,Fuel Pump 06,2018-06-30,2018,NA
Ship-11,558,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.12,Fuel Pump 02,2019-02-03,2019,218
Ship-12,1893,Replacement of puncture valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.13,Fuel Pump 03,2016-12-21,2016,NA
Ship-12,1897,Replacement of puncture valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.16,Fuel Pump 06,2016-12-21,2016,0
Ship-12,1891,Replacement of Puncure valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.11,Fuel Pump 01,2016-12-21,2016,0
Ship-12,1895,Replacement of puncture valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.15,Fuel Pump 05,2016-12-21,2016,0
Ship-12,1969,Replacement of puncture valve.,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.12,Fuel Pump 02,2017-04-11,2017,111
Ship-12,2473,Replace Fuel Pump Puncture Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.16,Fuel Pump 06,2018-08-06,2018,482
Ship-12,2477,Replace Fuel Pump Puncture Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.11,Fuel Pump 01,2018-08-06,2018,0
Ship-12,2475,Replace Fuel Pump Puncture Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.13,Fuel Pump 03,2018-08-06,2018,0
Ship-13,1310,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.16,Fuel Pump 06,2016-08-02,2016,NA
Ship-13,1306,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.15,Fuel Pump 05,2018-08-25,2018,753
Ship-13,1310,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.16,Fuel Pump 06,2018-10-28,2018,64
Ship-13,1314,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.18,Fuel Pump 08,2018-10-28,2018,0
Ship-13,1302,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.13,Fuel Pump 03,2018-10-28,2018,0
Ship-13,1312,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.17,Fuel Pump 07,2018-10-28,2018,0
Ship-13,1306,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.15,Fuel Pump 05,2018-10-28,2018,0
Ship-13,1300,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.12,Fuel Pump 02,2018-10-28,2018,0
Ship-13,1304,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.14,Fuel Pump 04,2018-10-28,2018,0
Ship-13,1298,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.11,Fuel Pump 01,2018-10-28,2018,0
Ship-14,1344,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.17,Fuel Pump 07,2019-05-04,2019,NA
Ship-14,1346,8000H Replace Fuel Pump Suction Valve,601.026.051,"Puncture Valve, Comp",1,MAN B&W,601.026.18,Fuel Pump 08,2019-05-04,2019,0
Ship-14,3265,Renewal of Puncture and suction valves,601.026.051,"Puncture Valve, Comp",0,MAN B&W,601.026.16,Fuel Pump 06,2019-10-17,2019,166
Ship-21,2595,ME PUNCTURE VALVE FUEL PUMP NO.4,601.026.051,"Puncture Valve, Comp",1,STX MAN B&W,601.026,ME HP FUEL PUMPS,2020-02-10,2020,NA
Ship-21,2597,ME PUNCTURE VALVE FUEL PUMP NO.5,601.026.051,"Puncture Valve, Comp",1,STX MAN B&W,601.026,ME HP FUEL PUMPS,2020-02-10,2020,0
Ship-21,2599,ME PUNCTURE VALVE FUEL PUMP NO.7,601.026.051,"Puncture Valve, Comp",1,STX MAN B&W,601.026,ME HP FUEL PUMPS,2020-02-10,2020,0
Ship-10,2347,M/E FO pump no. 5 minimal leak,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.15,Fuel Pump 05,2017-12-24,2017,NA
Ship-10,770,24000H Overhauling the Fuel Pump,601.026.052,"Suction Valve, Compl",0,MAN B&W,601.026.16,Fuel Pump 06,2018-05-27,2018,154
Ship-10,912,24000H Overhauling the Fuel Pump,601.026.052,"Suction Valve, Compl",0,MAN B&W,601.026.12,Fuel Pump 02,2018-06-25,2018,29
Ship-10,915,24000H Overhauling the Fuel Pump,601.026.052,"Suction Valve, Compl",0,MAN B&W,601.026.15,Fuel Pump 05,2018-06-25,2018,0
Ship-10,550,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2018-07-20,2018,25
Ship-10,913,24000H Overhauling the Fuel Pump,601.026.052,"Suction Valve, Compl",0,MAN B&W,601.026.13,Fuel Pump 03,2018-08-20,2018,31
Ship-10,916,24000H Overhauling the Fuel Pump,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2018-08-20,2018,0
Ship-10,917,24000H Overhauling the Fuel Pump,601.026.052,"Suction Valve, Compl",0,MAN B&W,601.026.18,Fuel Pump 08,2018-08-26,2018,6
Ship-11,564,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.14,Fuel Pump 04,2017-05-29,2017,NA
Ship-11,566,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.15,Fuel Pump 05,2017-05-29,2017,0
Ship-11,570,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2017-05-29,2017,0
Ship-11,558,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2017-05-29,2017,0
Ship-11,568,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2017-05-29,2017,0
Ship-11,560,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.13,Fuel Pump 03,2018-06-30,2018,397
Ship-11,556,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.11,Fuel Pump 01,2018-06-30,2018,0
Ship-11,572,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.18,Fuel Pump 08,2018-06-30,2018,0
Ship-11,568,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2018-06-30,2018,0
Ship-11,558,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2019-02-03,2019,218
Ship-11,2873,Replacement of ME fuel pump No.7 suction valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2019-06-29,2019,146
Ship-12,552,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.11,Fuel Pump 01,2017-02-24,2017,NA
Ship-12,560,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.15,Fuel Pump 05,2017-02-24,2017,0
Ship-12,554,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2017-02-24,2017,0
Ship-12,566,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2017-02-24,2017,0
Ship-12,564,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2017-02-24,2017,0
Ship-12,556,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.13,Fuel Pump 03,2017-02-24,2017,0
Ship-12,558,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.14,Fuel Pump 04,2017-02-24,2017,0
Ship-12,568,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.18,Fuel Pump 08,2017-02-24,2017,0
Ship-12,556,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.13,Fuel Pump 03,2018-08-06,2018,528
Ship-12,564,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2018-08-06,2018,0
Ship-12,552,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.11,Fuel Pump 01,2018-08-06,2018,0
Ship-12,552,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.11,Fuel Pump 01,2020-04-01,2020,604
Ship-12,564,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2020-04-01,2020,0
Ship-12,556,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.13,Fuel Pump 03,2020-04-01,2020,0
Ship-12,554,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2020-04-01,2020,0
Ship-13,1300,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2016-11-28,2016,NA
Ship-13,1302,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.13,Fuel Pump 03,2017-08-20,2017,265
Ship-13,1304,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.14,Fuel Pump 04,2017-08-20,2017,0
Ship-13,1298,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.11,Fuel Pump 01,2017-08-20,2017,0
Ship-13,1306,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.15,Fuel Pump 05,2017-08-20,2017,0
Ship-13,1314,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.18,Fuel Pump 08,2017-08-20,2017,0
Ship-13,1310,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2018-04-01,2018,224
Ship-13,1300,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2018-04-01,2018,0
Ship-13,1310,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2018-10-28,2018,210
Ship-13,1314,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.18,Fuel Pump 08,2018-10-28,2018,0
Ship-13,1302,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.13,Fuel Pump 03,2018-10-28,2018,0
Ship-13,1312,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2018-10-28,2018,0
Ship-13,1306,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.15,Fuel Pump 05,2018-10-28,2018,0
Ship-13,1300,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.12,Fuel Pump 02,2018-10-28,2018,0
Ship-13,1304,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.14,Fuel Pump 04,2018-10-28,2018,0
Ship-13,1298,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.11,Fuel Pump 01,2018-10-28,2018,0
Ship-13,3871,ME puncture and suction valves,601.026.052,"Suction Valve, Compl",4,MAN B&W,601.026,ME HP FUEL PUMPS,2019-09-13,2019,320
Ship-13,3937,Replaced No.6 FO Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.002.66,"Fuel Valve, Aftmost 06",2020-01-29,2020,138
Ship-14,1344,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2017-03-29,2017,NA
Ship-14,1340,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.15,Fuel Pump 05,2017-03-29,2017,0
Ship-14,1342,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.16,Fuel Pump 06,2017-03-29,2017,0
Ship-14,1346,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.18,Fuel Pump 08,2017-11-08,2017,224
Ship-14,1344,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2017-11-18,2017,10
Ship-14,1344,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.17,Fuel Pump 07,2019-05-04,2019,532
Ship-14,1346,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,MAN B&W,601.026.18,Fuel Pump 08,2019-05-04,2019,0
Ship-14,3265,Renewal of Puncture and suction valves,601.026.052,"Suction Valve, Compl",0,MAN B&W,601.026.16,Fuel Pump 06,2019-10-17,2019,166
Ship-19,1464,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.12,ME Fuel Pump No 2_IMO ID no. Se Technical info,2015-11-08,2015,NA
Ship-19,1476,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.17,ME Fuel Pump No 7_IMO ID no. Se Technical info,2015-11-08,2015,0
Ship-19,1466,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.13,ME Fuel Pump No 3_IMO ID no. Se Technical info,2015-11-08,2015,0
Ship-19,1474,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.16,ME Fuel Pump No 6_IMO ID no. Se Technical info,2015-11-08,2015,0
Ship-19,1462,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.11,ME Fuel Pump No 1_IMO ID no. Se Technical info,2015-11-08,2015,0
Ship-19,1472,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.15,ME Fuel Pump No 5_IMO ID no. Se Technical info,2015-11-08,2015,0
Ship-19,1470,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.14,ME Fuel Pump No 4_IMO ID no. Se Technical info,2015-11-08,2015,0
Ship-19,1466,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.13,ME Fuel Pump No 3_IMO ID no. Se Technical info,2017-01-12,2017,431
Ship-19,1474,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.16,ME Fuel Pump No 6_IMO ID no. Se Technical info,2017-01-12,2017,0
Ship-19,1464,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.12,ME Fuel Pump No 2_IMO ID no. Se Technical info,2017-01-12,2017,0
Ship-19,1476,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.17,ME Fuel Pump No 7_IMO ID no. Se Technical info,2017-01-12,2017,0
Ship-19,1474,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.16,ME Fuel Pump No 6_IMO ID no. Se Technical info,2019-01-27,2019,745
Ship-19,1476,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.17,ME Fuel Pump No 7_IMO ID no. Se Technical info,2019-01-27,2019,0
Ship-19,1466,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.13,ME Fuel Pump No 3_IMO ID no. Se Technical info,2019-01-27,2019,0
Ship-19,1464,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.12,ME Fuel Pump No 2_IMO ID no. Se Technical info,2019-01-27,2019,0
Ship-20,728,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.14,ME Fuel Pump No 4,2015-11-09,2015,NA
Ship-20,734,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.16,ME Fuel Pump No 6,2016-09-04,2016,300
Ship-20,740,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.17,ME Fuel Pump No 7,2016-09-04,2016,0
Ship-21,574,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.12,ME Fuel Pump No 2,2015-01-24,2015,NA
Ship-21,698,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.15,ME Fuel Pump No 5,2015-01-24,2015,0
Ship-21,628,8000H Replace Fuel Pump Suction Valve,601.026.052,"Suction Valve, Compl",1,STX MAN B&W,601.026.14,ME Fuel Pump No 4,2015-01-24,2015,0
