material_id,week,material_desc,material_group_id,material_group_desc,abcd,inventory_primo,arrive_primo,reqs,inventory_ultimo,moq
M51212503,8,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,9,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,10,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,11,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,12,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,13,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,14,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,15,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,16,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,17,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,18,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,19,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,20,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,21,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,22,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,23,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,24,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,25,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,26,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,27,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,28,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,29,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,30,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,31,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,0,0,68400,400000
M51212503,32,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,68400,584760,600000,53160,400000
M51212503,33,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,53160,0,0,53160,400000
M51212503,34,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,53160,400000,200000,253160,400000
M51212503,35,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,253160,0,0,253160,400000
M51212503,36,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,253160,0,0,253160,400000
M51212503,37,"CAN BECK INL S_AL 0,33L 0030A DPG MV",MG2030201,ALU NON-EMBOSSED CAN,C,253160,0,0,253160,400000
M51216589,8,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,9,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,10,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,11,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,12,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,13,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,14,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,15,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,16,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,17,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,18,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,19,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,20,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,400000,200000,308142,400000
M51216589,21,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,22,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,23,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,24,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,25,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,26,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,27,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,28,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,29,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,30,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,31,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,0,308142,400000
M51216589,32,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,308142,0,200000,108142,400000
M51216589,33,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,34,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,35,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,36,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51216589,37,CAN DIEKIRCH 33CL S_AL 0030A MV VBI´18,MG2030201,ALU NON-EMBOSSED CAN,C,108142,0,0,108142,400000
M51222727,8,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,9,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,10,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,11,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,12,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,13,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,14,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,15,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,16,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,17,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,18,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,19,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,20,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,0,0,55350,119000
M51222727,21,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,55350,119000,59500,114850,119000
M51222727,22,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,23,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,24,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,25,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,26,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,27,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,28,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,29,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,30,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,31,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,32,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,33,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,34,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,35,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,36,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51222727,37,SHRINK CAN DIEKIRCH 2X4X50CL VBI'18,MG2080101,PRINTED SHRINK,B,114850,0,0,114850,119000
M51224428,8,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,9,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,10,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,11,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,12,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,13,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,14,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,15,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,16,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,17,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,18,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,19,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,20,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,95000,62470,190000
M51224428,21,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,22,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,23,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,24,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,25,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,26,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,27,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,28,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,29,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,30,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,31,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,32,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,0,0,62470,190000
M51224428,33,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,62470,190000,95000,157470,190000
M51224428,34,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,35,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,36,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51224428,37,SHRINK CAN LEFFE BLOND 2X3X33CL VBI 2018,MG2080101,PRINTED SHRINK,A,157470,0,0,157470,190000
M51226330,8,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,9,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,10,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,11,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,12,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,13,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,14,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,15,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,16,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,17,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,18,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,19,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,20,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,0,0,483200,400000
M51226330,21,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,483200,400000,600000,283200,400000
M51226330,22,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,23,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,24,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,25,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,26,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,27,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,28,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,29,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,30,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,31,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,0,0,283200,400000
M51226330,32,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,283200,400000,600000,83200,400000
M51226330,33,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,83200,0,0,83200,400000
M51226330,34,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,83200,0,0,83200,400000
M51226330,35,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,83200,0,0,83200,400000
M51226330,36,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,83200,0,0,83200,400000
M51226330,37,"CAN LOWB WEISS INT 0,5L S_AL 0050A '18",MG2030201,ALU NON-EMBOSSED CAN,C,83200,0,0,83200,400000
M51304928,8,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,77580,0,0,77580,121000
M51304928,9,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,77580,0,0,77580,121000
M51304928,10,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,77580,0,0,77580,121000
M51304928,11,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,77580,0,0,77580,121000
M51304928,12,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,77580,0,0,77580,121000
M51304928,13,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,77580,121000,181500,17080,121000
M51304928,14,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,15,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,16,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,17,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,18,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,19,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,20,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,0,0,17080,121000
M51304928,21,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,17080,180862,181500,16442,121000
M51304928,22,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,23,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,24,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,25,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,26,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,27,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,28,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,29,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,30,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,31,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,0,0,16442,121000
M51304928,32,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,16442,248114,242000,22556,121000
M51304928,33,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,22556,0,0,22556,121000
M51304928,34,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,22556,0,0,22556,121000
M51304928,35,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,22556,0,0,22556,121000
M51304928,36,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,22556,0,0,22556,121000
M51304928,37,SHRINK CAN STELLA 2X3X50CL BE LU 2019,MG2080101,PRINTED SHRINK,A,22556,0,0,22556,121000
M51311646,8,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,0,407474,500000
M51311646,9,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,0,407474,500000
M51311646,10,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,0,407474,500000
M51311646,11,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,0,407474,500000
M51311646,12,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,0,407474,500000
M51311646,13,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,0,407474,500000
M51311646,14,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,407474,0,250000,157474,500000
M51311646,15,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,157474,0,0,157474,500000
M51311646,16,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,157474,0,0,157474,500000
M51311646,17,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,157474,0,0,157474,500000
M51311646,18,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,157474,0,0,157474,500000
M51311646,19,CAN BUD 5% 50CL S_AL 0050D BPANI AT/FR19,MG2030201,ALU NON-EMBOSSED CAN,C,157474,0,0,157474,500000
