week,material_id,material_desc,material_group_id,material_group_desc,abcd,reqs,inventory_ultimo,moq
20,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
21,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
22,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
23,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
24,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
25,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
26,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
27,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
28,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
29,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
30,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
31,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
32,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
33,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
34,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
35,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
36,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
37,M51331891,CAN BECK 50CL S_AL 0050A CD 2020,MG2030201,ALU NON-EMBOSSED CAN,D,0,-33340,400000
8,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
9,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
10,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
11,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
12,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
13,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
14,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
15,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
16,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
17,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
18,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
19,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
20,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,458631,500000
21,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,250000,208631,500000
22,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
23,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
24,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
25,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
26,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
27,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
28,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
29,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
30,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
31,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
32,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
33,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,208631,500000
34,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,500000,-291369,500000
35,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-291369,500000
36,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-291369,500000
37,M51333828,CAN DIEK_PI 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-291369,500000
8,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
9,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
10,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
11,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
12,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
13,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
14,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
15,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
16,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
17,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
18,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
19,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
20,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,51348,400000
21,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,200000,-148652,400000
22,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
23,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
24,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
25,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
26,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
27,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
28,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
29,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
30,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
31,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
32,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
33,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
34,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
35,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
36,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
37,M51333830,CAN DIEK_GR_CR 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,C,0,-148652,400000
8,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,557048,500000
9,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,557048,500000
10,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,557048,500000
11,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,557048,500000
12,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,557048,500000
13,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,250000,307048,500000
14,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,307048,500000
15,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,307048,500000
16,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,307048,500000
17,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,307048,500000
18,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,307048,500000
19,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,307048,500000
20,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,500000,-192952,500000
21,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
22,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
23,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
24,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
25,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
26,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
27,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-192952,500000
28,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,750000,-942952,500000
29,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
30,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
31,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
32,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
33,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
34,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
35,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
36,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
37,M51333833,CAN LEFF_BR 50CL S_AL 0050D BPN MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-942952,500000
8,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,500000,2143865,500000
9,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
10,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
11,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
12,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
13,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
14,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
15,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
16,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
17,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,2143865,500000
18,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,2500000,-356135,500000
19,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
20,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
21,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
22,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
23,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
24,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
25,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
26,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
27,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-356135,500000
28,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,2750000,-3106135,500000
29,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
30,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
31,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
32,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
33,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
34,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
35,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
36,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
37,M51333841,CAN STEL_RG 33CL ST_AL 0030A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-3106135,500000
8,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,606062,500000
9,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,606062,500000
10,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,606062,500000
11,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,606062,500000
12,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,606062,500000
13,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,1000000,-393938,500000
14,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
15,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
16,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
17,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
18,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
19,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
20,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
21,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
22,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-393938,500000
23,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,1250000,-1643938,500000
24,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
25,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
26,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
27,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
28,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
29,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
30,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
31,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
32,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
33,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-1643938,500000
34,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,1250000,-2893938,500000
35,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-2893938,500000
36,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-2893938,500000
37,M51333844,CAN STEL_RG 50CL ST_AL 0050A MV 2020,MG2030201,ALU NON-EMBOSSED CAN,A,0,-2893938,500000
8,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
9,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
10,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
11,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
12,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
13,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
14,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
15,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
16,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
17,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
18,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
19,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
20,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
21,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
22,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
23,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
24,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
25,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
26,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,139651,400000
27,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,400000,-260349,400000
28,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
29,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
30,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
31,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
32,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
33,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
34,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
35,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
36,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
37,M51336594,CAN CUBA_RU 50CL 0050D S_AL BPN MV 20,MG2030201,ALU NON-EMBOSSED CAN,C,0,-260349,400000
8,M51338369,CAN STEL RG 4.5% 50CL S_AL 0050A MV NO,MG2030201,ALU NON-EMBOSSED CAN,C,0,156364,400000
