week,material_id,material_desc,material_group_id,material_group_desc,abcd,reqs,inventory_ultimo,moq
17,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
18,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
19,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
20,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
21,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
22,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
23,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
24,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
25,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
26,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
27,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
28,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
29,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
30,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
31,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
32,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
33,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,127611,75000
34,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,37500,90111,75000
35,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,90111,75000
36,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,90111,75000
37,M51397058,SHR JUP 2X3X33CL 958  RIB REC 100% DP NL,MG2080101,PRINTED SHRINK,B,0,90111,75000
8,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
9,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
10,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
11,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
12,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
13,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
14,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
15,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
16,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
17,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,290646,80000
18,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,160000,130646,80000
19,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,130646,80000
20,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,130646,80000
21,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,130646,80000
22,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,130646,80000
23,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,130646,80000
24,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,130646,80000
25,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,120000,10646,80000
26,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
27,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
28,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
29,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
30,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
31,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
32,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
33,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,10646,80000
34,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,160000,-149354,80000
35,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,-149354,80000
36,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,-149354,80000
37,M51397073,SHR 0401 LEFF BL 2X2X50CL RECY HCL 4L,MG2080101,PRINTED SHRINK,A,0,-149354,80000
8,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
9,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
10,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
11,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
12,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
13,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
14,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
15,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
16,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,512313,400000
17,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,400000,112313,400000
18,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
19,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
20,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
21,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
22,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
23,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
24,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
25,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,112313,400000
26,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,400000,-287687,400000
27,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
28,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
29,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
30,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
31,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
32,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
33,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
34,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-287687,400000
35,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,200000,-487687,400000
36,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-487687,400000
37,M51397149,CAN HOEG_WH 50CL S_AL 0050B UA'22,MG2030201,ALU NON-EMBOSSED CAN,B,0,-487687,400000
8,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
9,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
10,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
11,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
12,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
13,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
14,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
15,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
16,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
17,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
18,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
19,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
20,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,196834,500000
21,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,500000,-303166,500000
22,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
23,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
24,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
25,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
26,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
27,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
28,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
29,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
30,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
31,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
32,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
33,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
34,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
35,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
36,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
37,M51397780,CAN BUD 5% 33CL 0030A S_AL NOPANT DK IT,MG2030201,ALU NON-EMBOSSED CAN,C,0,-303166,500000
8,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
9,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
10,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
11,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
12,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
13,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
14,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
15,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
16,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
17,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
18,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
19,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
20,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
21,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
22,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,331039,500000
23,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,250000,81039,500000
24,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
25,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
26,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
27,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
28,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
29,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
30,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
31,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
32,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
33,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
34,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
35,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
36,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
37,M51397784,CAN BUD 5% 33CL 0030A S_AL DK,MG2030201,ALU NON-EMBOSSED CAN,C,0,81039,500000
8,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,500000,859944,500000
9,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
10,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
11,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
12,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
13,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
14,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
15,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
16,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
17,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
18,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
19,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,859944,500000
20,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,1750000,-890056,500000
21,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
22,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
23,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
24,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
25,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
26,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
27,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
28,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
29,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
30,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
31,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-890056,500000
32,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,2250000,-3140056,500000
33,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-3140056,500000
34,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-3140056,500000
35,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-3140056,500000
36,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-3140056,500000
37,M51398682,CAN STEL 00 33CL ST_AL 0030A MV 2022,MG2030201,ALU NON-EMBOSSED CAN,C,0,-3140056,500000
8,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
9,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
10,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
11,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
12,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
13,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
14,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
15,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
16,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
17,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,1597320,400000
18,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,1000000,597320,400000
19,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
20,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
21,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
22,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
23,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
24,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
25,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,597320,400000
26,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,1200000,-602680,400000
27,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-602680,400000
28,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-602680,400000
29,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-602680,400000
30,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-602680,400000
31,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-602680,400000
32,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-602680,400000
33,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,1000000,-1602680,400000
34,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-1602680,400000
35,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-1602680,400000
36,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-1602680,400000
37,M51399753,CAN BECK 44CL  S_AL 040A  MV INT'22,MG2030201,ALU NON-EMBOSSED CAN,D,0,-1602680,400000
8,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,127394,75000
9,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,127394,75000
10,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,187500,-60106,75000
11,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,-60106,75000
12,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,-60106,75000
13,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,-60106,75000
14,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,-60106,75000
15,M51399778,SHRINK CAN STELLA 2X3X33CL TEST,MG2080101,PRINTED SHRINK,A,0,-60106,75000
